interaction_id,customer_id,interaction_date,interaction_type,channel,resolution_time_hours,satisfaction_score,repeat_contact_flag
INT031197,CUST016419,2024-11-20,Support Call,Branch,9.1,2.9,False
INT031198,CUST008257,2023-02-23,Branch Visit,Phone,2.6,3.7,False
INT031199,CUST014678,2024-09-07,Branch Visit,Mobile App,4.2,4.0,False
INT031200,CUST010480,2024-08-25,Chat,Email,13.0,3.4,False
INT031201,CUST002585,2023-08-02,Branch Visit,Phone,12.0,2.8,False
INT031202,CUST015495,2023-12-16,Branch Visit,Phone,23.7,2.8,False
INT031203,CUST018898,2024-01-01,Support Call,Mobile App,17.9,4.2,False
INT031204,CUST014225,2023-04-13,Chat,Phone,11.8,3.5,True
INT031205,CUST008737,2023-05-12,Support Call,Mobile App,26.5,4.1,True
INT031206,CUST007239,2024-11-02,Complaint,Chat,13.5,3.0,False
INT031207,CUST005471,2023-11-28,Branch Visit,Phone,10.6,2.4,False
INT031208,CUST011392,2024-08-26,Support Call,Mobile App,11.1,3.8,False
INT031209,CUST018929,2024-08-02,Support Call,Chat,6.4,4.1,False
INT031210,CUST007959,2024-07-11,Email Inquiry,Chat,32.8,4.4,False
INT031211,CUST017469,2024-12-11,Chat,Email,15.5,4.9,False
INT031212,CUST010386,2023-04-30,Branch Visit,Phone,4.3,2.7,False
INT031213,CUST012337,2023-02-27,Chat,Mobile App,9.9,3.8,False
INT031214,CUST013876,2023-01-11,Complaint,Chat,5.7,4.7,False
INT031215,CUST010414,2024-04-17,Complaint,Email,11.9,3.8,False
INT031216,CUST000942,2023-10-17,Support Call,Mobile App,20.0,4.2,False
INT031217,CUST017994,2023-08-19,Branch Visit,Mobile App,27.6,5.0,False
INT031218,CUST015060,2023-04-17,Branch Visit,Email,5.1,3.0,False
INT031219,CUST014716,2024-01-02,Complaint,Chat,4.3,2.6,True
INT031220,CUST012653,2023-05-23,Support Call,Chat,10.4,3.2,False
INT031221,CUST018693,2024-01-23,Support Call,Phone,19.8,1.1,False
INT031222,CUST012134,2024-05-30,Branch Visit,Phone,19.9,2.9,False
INT031223,CUST005996,2024-02-12,Complaint,Mobile App,28.4,3.2,False
INT031224,CUST010800,2024-07-30,Email Inquiry,Email,2.5,3.8,True
INT031225,CUST003714,2023-12-21,Complaint,Mobile App,15.9,2.8,False
INT031226,CUST011986,2024-12-27,Complaint,Chat,9.2,3.8,False
INT031227,CUST009836,2024-02-07,Support Call,Chat,28.6,3.0,True
INT031228,CUST018735,2023-12-22,Email Inquiry,Chat,17.5,2.5,True
INT031229,CUST010016,2024-05-07,Chat,Mobile App,8.3,4.1,False
INT031230,CUST002426,2024-07-09,Chat,Mobile App,25.0,3.9,False
INT031231,CUST000737,2023-05-22,Chat,Phone,4.0,2.8,False
INT031232,CUST016628,2024-07-27,Support Call,Branch,4.5,4.1,False
INT031233,CUST001658,2024-04-17,Chat,Chat,23.7,3.4,False
INT031234,CUST006707,2024-08-20,Complaint,Branch,22.9,4.6,False
INT031235,CUST005614,2023-05-28,Email Inquiry,Email,18.6,2.2,False
INT031236,CUST002756,2024-02-24,Branch Visit,Mobile App,11.5,4.5,True
INT031237,CUST004625,2024-09-03,Chat,Phone,18.2,5.0,True
INT031238,CUST018577,2024-11-19,Branch Visit,Branch,19.3,4.0,False
INT031239,CUST011144,2024-05-22,Chat,Email,21.1,5.0,False
INT031240,CUST011474,2024-11-05,Chat,Branch,30.2,4.1,True
INT031241,CUST017922,2023-09-20,Chat,Phone,15.8,2.4,False
INT031242,CUST010739,2024-02-02,Support Call,Branch,10.2,3.3,True
INT031243,CUST011480,2024-07-16,Support Call,Phone,21.7,3.9,False
INT031244,CUST016985,2024-12-26,Chat,Chat,19.0,2.7,False
INT031245,CUST015595,2024-09-22,Chat,Mobile App,8.8,5.0,False
INT031246,CUST016749,2024-09-29,Email Inquiry,Branch,2.5,3.1,False
INT031247,CUST006188,2024-06-16,Support Call,Phone,17.4,4.6,False
INT031248,CUST011473,2024-07-27,Chat,Mobile App,10.8,3.2,False
INT031249,CUST003107,2023-01-25,Support Call,Mobile App,15.9,4.1,False
INT031250,CUST018798,2024-06-24,Support Call,Branch,13.7,4.9,True
INT031251,CUST019768,2023-12-21,Complaint,Branch,9.0,3.7,False
INT031252,CUST004033,2024-01-01,Complaint,Branch,5.7,3.2,True
INT031253,CUST000487,2024-08-15,Complaint,Phone,5.4,5.0,False
INT031254,CUST012194,2024-10-16,Chat,Mobile App,18.8,3.3,False
INT031255,CUST011059,2023-12-12,Chat,Chat,0.9,2.6,False
INT031256,CUST016076,2023-09-14,Chat,Chat,7.6,5.0,False
INT031257,CUST000786,2023-06-14,Support Call,Phone,32.7,2.9,False
INT031258,CUST014272,2023-07-13,Branch Visit,Mobile App,2.3,3.5,False
INT031259,CUST004263,2024-01-19,Branch Visit,Mobile App,12.5,5.0,False
INT031260,CUST011193,2024-05-05,Support Call,Chat,15.4,4.9,False
INT031261,CUST005789,2024-12-16,Chat,Branch,5.4,4.4,True
INT031262,CUST006448,2024-06-22,Support Call,Email,24.7,3.2,False
INT031263,CUST003071,2024-05-11,Branch Visit,Chat,5.6,4.1,False
INT031264,CUST010433,2024-08-24,Branch Visit,Phone,23.3,3.3,False
INT031265,CUST010317,2023-02-16,Support Call,Email,6.2,4.4,False
INT031266,CUST014874,2024-08-08,Chat,Branch,15.7,2.8,False
INT031267,CUST005023,2023-11-26,Complaint,Chat,15.2,4.7,True
INT031268,CUST007719,2024-03-03,Branch Visit,Mobile App,9.4,5.0,True
INT031269,CUST008890,2024-08-28,Email Inquiry,Chat,31.9,4.7,False
INT031270,CUST018214,2023-08-14,Email Inquiry,Branch,16.1,3.9,False
INT031271,CUST012631,2024-04-14,Support Call,Chat,17.9,3.4,False
INT031272,CUST009419,2023-09-15,Branch Visit,Mobile App,15.9,4.6,False
INT031273,CUST012705,2024-01-22,Support Call,Email,2.5,4.8,False
INT031274,CUST006067,2023-06-30,Chat,Phone,6.4,3.4,False
INT031275,CUST005086,2024-04-02,Branch Visit,Chat,0.9,1.1,False
INT031276,CUST003256,2024-03-25,Support Call,Email,6.3,4.4,False
INT031277,CUST009305,2023-08-05,Email Inquiry,Branch,2.9,3.6,False
INT031278,CUST008250,2023-11-14,Email Inquiry,Chat,35.6,5.0,True
INT031279,CUST014512,2023-05-14,Support Call,Mobile App,13.4,3.5,False
INT031280,CUST018989,2024-08-21,Complaint,Mobile App,25.2,3.1,False
INT031281,CUST004999,2023-07-10,Chat,Email,19.3,2.6,False
INT031282,CUST017230,2023-01-22,Chat,Mobile App,10.5,3.4,False
INT031283,CUST010172,2023-06-22,Branch Visit,Email,9.1,4.7,False
INT031284,CUST001579,2023-01-27,Branch Visit,Email,9.7,4.0,True
INT031285,CUST003994,2024-11-10,Support Call,Phone,19.5,3.8,True
INT031286,CUST001133,2023-04-01,Chat,Phone,5.6,2.8,False
INT031287,CUST003791,2023-04-30,Support Call,Phone,14.2,5.0,True
INT031288,CUST003218,2023-12-31,Support Call,Mobile App,15.9,2.3,False
INT031289,CUST017495,2023-01-10,Chat,Mobile App,15.7,5.0,True
INT031290,CUST014583,2023-05-29,Support Call,Phone,8.6,3.3,False
INT031291,CUST014647,2023-10-12,Support Call,Phone,16.0,1.6,False
INT031292,CUST018981,2024-12-08,Support Call,Email,6.1,4.2,False
INT031293,CUST005996,2024-09-03,Chat,Mobile App,7.2,3.8,False
INT031294,CUST013350,2024-05-17,Branch Visit,Chat,13.8,2.8,False
INT031295,CUST005379,2023-11-18,Chat,Email,5.7,4.7,False
INT031296,CUST003127,2024-02-23,Support Call,Branch,1.3,5.0,False
INT031297,CUST014195,2023-10-16,Chat,Phone,11.5,4.4,False
INT031298,CUST001608,2023-05-22,Support Call,Phone,2.4,1.4,False
INT031299,CUST019114,2024-12-19,Support Call,Email,12.6,4.2,False
INT031300,CUST009143,2023-10-23,Support Call,Branch,32.2,2.0,False
INT031301,CUST008589,2024-06-13,Complaint,Phone,8.8,3.5,False
INT031302,CUST011893,2024-06-21,Chat,Email,3.1,4.1,False
INT031303,CUST001622,2024-10-05,Support Call,Email,10.5,2.9,False
INT031304,CUST015776,2023-02-15,Email Inquiry,Email,17.3,2.8,False
INT031305,CUST016049,2024-12-10,Chat,Email,15.7,4.3,False
INT031306,CUST003618,2023-05-03,Chat,Mobile App,3.5,2.6,False
INT031307,CUST005508,2023-01-04,Branch Visit,Email,9.3,3.5,False
INT031308,CUST007830,2024-07-23,Email Inquiry,Chat,5.7,3.4,False
INT031309,CUST008305,2024-06-07,Branch Visit,Chat,5.9,3.6,False
INT031310,CUST002376,2023-03-10,Support Call,Chat,8.7,5.0,False
INT031311,CUST007415,2024-06-06,Support Call,Email,8.8,5.0,False
INT031312,CUST014574,2024-12-07,Chat,Chat,10.3,1.9,False
INT031313,CUST008991,2024-07-01,Complaint,Branch,19.6,2.7,True
INT031314,CUST017869,2023-01-11,Complaint,Email,1.1,3.2,True
INT031315,CUST009990,2024-01-18,Support Call,Mobile App,13.5,5.0,False
INT031316,CUST007554,2024-04-19,Complaint,Phone,3.2,4.9,True
INT031317,CUST018692,2024-03-31,Branch Visit,Email,6.9,5.0,False
INT031318,CUST000192,2023-06-02,Complaint,Branch,9.5,1.7,False
INT031319,CUST002597,2024-11-27,Chat,Branch,17.3,4.2,False
INT031320,CUST008136,2023-06-09,Branch Visit,Phone,2.9,3.1,False
INT031321,CUST017280,2024-12-14,Branch Visit,Mobile App,26.8,5.0,True
INT031322,CUST003123,2023-01-16,Support Call,Branch,4.1,3.5,False
INT031323,CUST019590,2024-04-22,Branch Visit,Phone,8.0,4.3,False
INT031324,CUST019907,2024-11-03,Email Inquiry,Mobile App,20.0,2.8,False
INT031325,CUST014962,2024-08-06,Support Call,Mobile App,7.4,4.0,False
INT031326,CUST000226,2024-02-01,Complaint,Phone,16.0,2.8,False
INT031327,CUST018698,2023-07-08,Branch Visit,Phone,21.3,3.4,False
INT031328,CUST005749,2023-07-07,Support Call,Mobile App,6.2,3.5,False
INT031329,CUST008876,2024-10-26,Chat,Phone,31.1,4.7,False
INT031330,CUST000661,2024-12-06,Branch Visit,Phone,14.2,5.0,False
INT031331,CUST006086,2023-08-16,Support Call,Chat,10.4,4.9,False
INT031332,CUST004575,2024-12-12,Support Call,Phone,22.0,4.5,False
INT031333,CUST006195,2023-07-24,Support Call,Email,8.7,4.3,False
INT031334,CUST016048,2023-01-25,Support Call,Mobile App,3.4,4.5,False
INT031335,CUST017325,2023-07-23,Branch Visit,Chat,1.0,4.3,True
INT031336,CUST010952,2023-10-23,Email Inquiry,Email,17.4,2.6,False
INT031337,CUST010170,2023-02-03,Branch Visit,Phone,18.4,4.5,False
INT031338,CUST013411,2023-01-20,Chat,Phone,20.9,2.8,False
INT031339,CUST011587,2023-12-25,Chat,Branch,17.8,5.0,False
INT031340,CUST002044,2024-08-07,Complaint,Branch,6.7,3.7,True
INT031341,CUST007983,2023-05-13,Support Call,Phone,10.3,4.1,False
INT031342,CUST003312,2024-03-12,Branch Visit,Mobile App,12.9,5.0,False
INT031343,CUST015957,2023-02-03,Complaint,Branch,7.9,3.2,False
INT031344,CUST011382,2023-08-20,Complaint,Branch,5.1,4.2,False
INT031345,CUST012878,2023-01-06,Chat,Chat,17.9,5.0,False
INT031346,CUST008512,2024-03-07,Complaint,Email,21.9,2.9,False
INT031347,CUST017658,2023-06-27,Email Inquiry,Chat,22.7,3.7,False
INT031348,CUST011247,2023-10-17,Chat,Phone,15.0,3.9,False
INT031349,CUST004409,2024-10-18,Complaint,Chat,6.0,2.8,False
INT031350,CUST014767,2023-04-10,Support Call,Chat,8.7,3.6,False
INT031351,CUST000626,2023-07-25,Complaint,Branch,10.2,5.0,False
INT031352,CUST001740,2023-08-15,Chat,Branch,9.2,3.9,False
INT031353,CUST014298,2023-01-21,Support Call,Branch,16.5,2.1,False
INT031354,CUST004875,2023-08-15,Support Call,Email,7.6,3.4,False
INT031355,CUST014416,2023-11-22,Branch Visit,Email,18.7,4.8,False
INT031356,CUST009860,2024-05-10,Branch Visit,Phone,7.7,4.0,False
INT031357,CUST019183,2024-12-06,Chat,Phone,8.3,2.9,False
INT031358,CUST019836,2023-10-01,Chat,Mobile App,10.9,5.0,False
INT031359,CUST018789,2024-04-02,Branch Visit,Mobile App,6.6,2.8,True
INT031360,CUST017375,2024-07-07,Chat,Chat,9.5,3.7,False
INT031361,CUST001823,2023-01-06,Branch Visit,Branch,4.1,2.9,False
INT031362,CUST011487,2023-03-24,Support Call,Phone,7.1,2.5,False
INT031363,CUST011272,2023-06-03,Chat,Mobile App,1.0,2.1,False
INT031364,CUST000526,2023-01-28,Support Call,Mobile App,3.2,4.4,False
INT031365,CUST001335,2023-10-15,Complaint,Email,2.0,4.0,True
INT031366,CUST015838,2023-02-20,Chat,Mobile App,35.7,3.5,False
INT031367,CUST019354,2024-09-02,Support Call,Email,9.3,3.7,False
INT031368,CUST014751,2023-10-09,Support Call,Chat,20.3,3.6,False
INT031369,CUST010955,2023-02-10,Chat,Phone,10.5,4.8,False
INT031370,CUST019337,2023-07-24,Chat,Email,3.3,3.7,False
INT031371,CUST007707,2023-11-27,Support Call,Branch,20.7,1.8,False
INT031372,CUST007704,2023-04-21,Chat,Branch,21.9,3.1,False
INT031373,CUST010424,2023-10-10,Support Call,Phone,3.1,5.0,False
INT031374,CUST001780,2023-12-10,Complaint,Chat,24.1,3.6,False
INT031375,CUST001312,2023-10-24,Support Call,Email,8.2,4.4,False
INT031376,CUST016845,2024-01-01,Support Call,Mobile App,14.2,3.0,False
INT031377,CUST004106,2024-12-25,Complaint,Mobile App,12.0,3.8,False
INT031378,CUST017724,2023-12-17,Branch Visit,Mobile App,6.8,4.3,False
INT031379,CUST000352,2024-01-23,Chat,Mobile App,7.0,5.0,True
INT031380,CUST002112,2024-08-19,Support Call,Mobile App,3.3,4.2,False
INT031381,CUST009656,2023-06-08,Chat,Phone,5.4,3.7,False
INT031382,CUST018765,2024-05-23,Support Call,Mobile App,7.3,4.7,False
INT031383,CUST012243,2024-11-09,Branch Visit,Chat,40.5,4.9,False
INT031384,CUST019164,2024-07-23,Chat,Mobile App,3.3,3.1,True
INT031385,CUST009896,2023-12-16,Support Call,Mobile App,5.3,3.0,False
INT031386,CUST013136,2024-09-12,Support Call,Branch,13.4,3.8,False
INT031387,CUST007458,2023-09-22,Branch Visit,Mobile App,10.8,3.5,False
INT031388,CUST004016,2023-06-21,Email Inquiry,Mobile App,8.1,3.7,False
INT031389,CUST010237,2023-05-22,Support Call,Branch,26.0,4.7,False
INT031390,CUST005697,2023-05-01,Chat,Branch,14.7,3.5,False
INT031391,CUST003381,2023-01-03,Support Call,Chat,24.2,2.5,False
INT031392,CUST011933,2023-12-21,Support Call,Email,9.9,3.0,False
INT031393,CUST019413,2023-09-08,Branch Visit,Email,21.1,4.5,False
INT031394,CUST002617,2023-11-01,Chat,Branch,15.1,3.5,False
INT031395,CUST004935,2023-12-28,Complaint,Branch,17.7,2.7,False
INT031396,CUST018337,2024-12-07,Chat,Mobile App,2.5,4.1,False
INT031397,CUST008426,2023-09-10,Branch Visit,Email,2.4,4.2,False
INT031398,CUST002987,2024-04-30,Chat,Email,5.8,3.7,True
INT031399,CUST004304,2024-06-28,Branch Visit,Branch,1.2,4.6,False
INT031400,CUST001373,2023-07-05,Email Inquiry,Branch,14.8,2.4,False
INT031401,CUST018626,2023-05-20,Branch Visit,Branch,27.6,3.4,True
INT031402,CUST012304,2024-04-25,Chat,Mobile App,8.9,3.8,False
INT031403,CUST000680,2024-10-04,Support Call,Branch,5.1,4.2,False
INT031404,CUST019443,2023-04-29,Chat,Mobile App,18.8,2.6,False
INT031405,CUST013294,2023-11-21,Branch Visit,Phone,10.7,1.6,True
INT031406,CUST004010,2023-12-31,Chat,Branch,5.0,2.8,False
INT031407,CUST017618,2024-04-24,Support Call,Phone,3.0,4.5,False
INT031408,CUST018405,2024-09-16,Support Call,Branch,5.2,3.9,False
INT031409,CUST002759,2023-04-12,Complaint,Email,1.7,4.3,False
INT031410,CUST013287,2023-03-11,Chat,Chat,14.0,4.8,False
INT031411,CUST015407,2023-04-28,Complaint,Mobile App,11.1,5.0,False
INT031412,CUST002802,2024-05-21,Support Call,Mobile App,6.6,2.8,False
INT031413,CUST014465,2024-06-11,Complaint,Branch,13.5,4.8,False
INT031414,CUST008010,2024-08-26,Support Call,Email,1.6,3.3,False
INT031415,CUST013685,2023-05-11,Branch Visit,Chat,11.7,4.1,False
INT031416,CUST001037,2023-05-07,Complaint,Chat,31.3,4.1,False
INT031417,CUST018227,2023-03-23,Complaint,Email,5.2,4.9,False
INT031418,CUST011564,2024-10-23,Support Call,Chat,6.4,4.7,False
INT031419,CUST000860,2023-10-16,Support Call,Branch,8.4,4.4,False
INT031420,CUST014460,2023-12-23,Chat,Email,9.5,4.7,False
INT031421,CUST011264,2023-12-02,Branch Visit,Chat,7.9,3.2,False
INT031422,CUST012745,2023-03-02,Support Call,Phone,42.3,3.6,False
INT031423,CUST007948,2023-01-28,Support Call,Phone,4.8,3.7,False
INT031424,CUST017023,2024-12-20,Complaint,Chat,14.5,3.5,False
INT031425,CUST008492,2024-08-07,Chat,Mobile App,1.0,4.6,False
INT031426,CUST015150,2024-10-03,Complaint,Mobile App,33.6,4.1,False
INT031427,CUST005864,2024-02-13,Complaint,Branch,12.2,2.0,True
INT031428,CUST001324,2023-10-01,Branch Visit,Chat,9.8,3.2,False
INT031429,CUST015943,2023-03-24,Branch Visit,Chat,4.2,1.8,False
INT031430,CUST018506,2023-10-05,Complaint,Email,17.2,3.8,False
INT031431,CUST009369,2024-12-21,Support Call,Email,6.2,3.7,False
INT031432,CUST004644,2024-11-20,Chat,Chat,11.5,2.6,True
INT031433,CUST018932,2023-12-16,Branch Visit,Branch,10.1,3.4,True
INT031434,CUST014730,2024-03-23,Branch Visit,Mobile App,13.7,4.8,False
INT031435,CUST016683,2023-01-04,Support Call,Mobile App,14.5,4.5,False
INT031436,CUST016945,2024-02-03,Branch Visit,Branch,8.4,4.2,False
INT031437,CUST005866,2023-07-27,Support Call,Branch,10.3,3.3,False
INT031438,CUST004878,2024-05-01,Complaint,Mobile App,12.3,3.2,False
INT031439,CUST016351,2024-05-11,Branch Visit,Mobile App,15.7,3.0,True
INT031440,CUST015838,2023-04-16,Support Call,Chat,4.8,3.5,True
INT031441,CUST014121,2023-05-07,Complaint,Phone,4.2,1.9,False
INT031442,CUST017437,2023-12-08,Complaint,Chat,1.5,4.1,False
INT031443,CUST007506,2024-03-18,Chat,Chat,11.2,4.3,False
INT031444,CUST018497,2023-07-24,Support Call,Branch,10.7,2.6,False
INT031445,CUST015082,2023-02-08,Chat,Phone,14.6,3.8,False
INT031446,CUST017133,2024-07-19,Support Call,Chat,14.6,4.2,False
INT031447,CUST014321,2024-12-09,Complaint,Mobile App,1.7,3.7,False
INT031448,CUST004281,2024-08-14,Support Call,Branch,15.2,4.0,False
INT031449,CUST009106,2024-06-11,Chat,Email,7.4,4.2,False
INT031450,CUST002206,2023-10-07,Branch Visit,Branch,2.1,2.5,False
INT031451,CUST004718,2024-08-19,Branch Visit,Email,7.2,2.8,False
INT031452,CUST005132,2024-11-19,Support Call,Email,7.2,4.2,False
INT031453,CUST002729,2024-06-16,Support Call,Email,17.2,4.4,True
INT031454,CUST007714,2023-02-16,Support Call,Chat,25.7,4.7,False
INT031455,CUST012584,2024-12-25,Branch Visit,Email,15.2,4.2,False
INT031456,CUST002794,2024-05-01,Complaint,Phone,4.8,4.0,False
INT031457,CUST017081,2024-03-25,Support Call,Email,3.8,3.3,False
INT031458,CUST017039,2023-09-27,Complaint,Phone,4.6,3.0,False
INT031459,CUST018608,2023-03-25,Support Call,Phone,19.5,3.9,False
INT031460,CUST000848,2023-08-31,Branch Visit,Mobile App,6.0,3.6,False
INT031461,CUST012263,2024-03-05,Branch Visit,Mobile App,18.8,4.6,True
INT031462,CUST008380,2024-10-31,Support Call,Phone,18.5,3.7,False
INT031463,CUST009531,2023-11-29,Branch Visit,Chat,7.5,4.3,False
INT031464,CUST002974,2023-08-06,Support Call,Chat,1.9,3.9,False
INT031465,CUST010731,2024-07-21,Support Call,Mobile App,5.2,4.2,True
INT031466,CUST000638,2023-10-20,Chat,Chat,13.8,3.4,False
INT031467,CUST011781,2023-07-26,Support Call,Mobile App,15.6,4.1,False
INT031468,CUST004629,2023-01-09,Chat,Chat,5.5,3.9,False
INT031469,CUST008962,2023-10-29,Chat,Branch,1.5,2.7,False
INT031470,CUST005393,2024-10-07,Complaint,Chat,7.9,4.4,True
INT031471,CUST016262,2024-05-22,Complaint,Phone,13.9,3.9,False
INT031472,CUST007161,2024-09-30,Branch Visit,Email,15.2,4.6,False
INT031473,CUST011422,2024-01-26,Support Call,Chat,2.9,5.0,False
INT031474,CUST001456,2024-10-09,Chat,Chat,9.6,5.0,False
INT031475,CUST019403,2023-06-28,Email Inquiry,Mobile App,16.8,2.6,True
INT031476,CUST007139,2024-01-01,Branch Visit,Branch,23.1,5.0,False
INT031477,CUST001497,2023-08-17,Branch Visit,Branch,30.7,4.3,True
INT031478,CUST012767,2024-07-13,Support Call,Phone,1.6,2.7,False
INT031479,CUST016461,2023-07-22,Support Call,Phone,7.1,2.2,False
INT031480,CUST017533,2023-08-05,Support Call,Mobile App,24.5,4.5,True
INT031481,CUST000591,2024-02-29,Branch Visit,Branch,12.5,4.7,False
INT031482,CUST001990,2024-09-01,Branch Visit,Mobile App,3.9,3.4,False
INT031483,CUST009927,2023-07-28,Branch Visit,Email,12.5,3.8,False
INT031484,CUST010571,2023-08-16,Email Inquiry,Email,3.4,3.7,False
INT031485,CUST015015,2023-08-25,Support Call,Chat,3.8,4.0,False
INT031486,CUST007263,2023-12-02,Email Inquiry,Email,8.9,1.9,False
INT031487,CUST008681,2023-12-03,Complaint,Branch,10.0,3.5,False
INT031488,CUST010054,2024-07-15,Support Call,Mobile App,9.4,3.6,False
INT031489,CUST006836,2023-08-15,Support Call,Email,13.5,2.9,True
INT031490,CUST013864,2024-06-23,Support Call,Branch,9.2,4.2,False
INT031491,CUST007749,2023-04-11,Branch Visit,Email,13.4,3.2,False
INT031492,CUST007255,2024-05-18,Support Call,Email,8.3,4.2,False
INT031493,CUST006149,2024-06-28,Chat,Branch,11.5,1.3,False
INT031494,CUST003189,2024-05-11,Email Inquiry,Phone,7.6,1.7,False
INT031495,CUST008018,2024-05-25,Support Call,Branch,10.9,4.2,False
INT031496,CUST015759,2023-11-05,Chat,Email,8.3,3.2,False
INT031497,CUST010215,2023-06-24,Chat,Phone,2.6,4.2,False
INT031498,CUST014601,2024-02-06,Branch Visit,Phone,4.4,4.0,False
INT031499,CUST008146,2023-08-07,Branch Visit,Phone,6.3,3.2,False
INT031500,CUST015669,2024-01-03,Support Call,Mobile App,13.2,3.3,False
INT031501,CUST002971,2023-03-27,Chat,Phone,35.7,3.6,True
INT031502,CUST011941,2023-06-15,Complaint,Mobile App,28.8,2.8,False
INT031503,CUST009218,2024-01-31,Branch Visit,Mobile App,5.2,3.6,False
INT031504,CUST013775,2024-11-08,Branch Visit,Chat,10.4,2.6,False
INT031505,CUST017853,2024-02-19,Email Inquiry,Mobile App,23.7,5.0,False
INT031506,CUST004938,2023-06-03,Branch Visit,Chat,7.7,3.9,False
INT031507,CUST005132,2023-04-04,Branch Visit,Chat,7.9,4.3,False
INT031508,CUST018285,2024-11-30,Branch Visit,Email,25.9,4.0,False
INT031509,CUST017353,2023-05-02,Support Call,Chat,17.2,4.5,False
INT031510,CUST007971,2023-06-15,Complaint,Mobile App,12.7,5.0,False
INT031511,CUST007642,2023-12-06,Chat,Email,12.6,3.9,False
INT031512,CUST018002,2024-03-17,Complaint,Chat,2.6,2.9,False
INT031513,CUST006739,2024-01-29,Support Call,Phone,11.6,2.2,False
INT031514,CUST011622,2023-06-16,Email Inquiry,Branch,4.6,5.0,False
INT031515,CUST013707,2024-12-23,Chat,Chat,7.4,3.4,False
INT031516,CUST000707,2024-05-20,Email Inquiry,Chat,8.5,4.3,True
INT031517,CUST012570,2023-02-10,Support Call,Branch,22.5,4.7,False
INT031518,CUST006651,2023-11-27,Support Call,Email,16.4,4.3,False
INT031519,CUST010394,2023-11-16,Complaint,Email,13.5,4.0,False
INT031520,CUST017659,2023-08-25,Branch Visit,Mobile App,11.7,3.4,False
INT031521,CUST000054,2023-04-06,Branch Visit,Branch,8.5,3.4,False
INT031522,CUST010349,2024-04-24,Branch Visit,Chat,10.3,3.6,False
INT031523,CUST007864,2023-03-01,Chat,Mobile App,7.3,3.0,False
INT031524,CUST005165,2023-07-07,Support Call,Branch,23.4,3.5,False
INT031525,CUST019954,2024-05-26,Branch Visit,Phone,19.6,4.3,False
INT031526,CUST012377,2024-02-08,Email Inquiry,Mobile App,10.0,3.3,False
INT031527,CUST014928,2024-05-10,Support Call,Phone,2.0,4.5,False
INT031528,CUST015762,2023-06-07,Email Inquiry,Email,8.3,2.7,False
INT031529,CUST005983,2023-01-28,Complaint,Branch,3.9,3.3,False
INT031530,CUST009970,2023-06-25,Branch Visit,Chat,3.9,2.6,False
INT031531,CUST009110,2024-04-27,Support Call,Mobile App,11.7,4.8,False
INT031532,CUST001435,2024-10-23,Support Call,Phone,29.4,3.2,False
INT031533,CUST005996,2023-05-25,Branch Visit,Mobile App,0.5,3.7,False
INT031534,CUST007375,2024-11-26,Complaint,Mobile App,24.8,3.0,False
INT031535,CUST013265,2024-11-21,Email Inquiry,Chat,3.8,5.0,False
INT031536,CUST018618,2023-02-22,Branch Visit,Phone,15.1,3.3,True
INT031537,CUST007564,2023-03-07,Complaint,Phone,24.1,5.0,True
INT031538,CUST003105,2023-03-12,Branch Visit,Chat,1.9,3.8,False
INT031539,CUST007627,2023-08-04,Branch Visit,Mobile App,1.3,4.2,False
INT031540,CUST013563,2024-06-11,Chat,Phone,12.1,3.2,False
INT031541,CUST003469,2024-07-18,Complaint,Phone,11.8,3.8,False
INT031542,CUST005379,2023-06-11,Support Call,Mobile App,6.4,3.1,False
INT031543,CUST007136,2023-09-06,Complaint,Branch,39.4,3.7,False
INT031544,CUST019573,2023-05-27,Branch Visit,Branch,10.5,3.9,False
INT031545,CUST002283,2023-08-26,Branch Visit,Mobile App,16.0,3.8,False
INT031546,CUST002426,2023-12-17,Chat,Phone,3.4,4.5,True
INT031547,CUST003144,2023-12-10,Chat,Email,11.8,5.0,False
INT031548,CUST016988,2023-12-13,Support Call,Phone,7.7,3.2,True
INT031549,CUST008612,2023-05-01,Email Inquiry,Mobile App,4.6,4.0,False
INT031550,CUST012587,2024-12-30,Support Call,Mobile App,3.1,4.5,False
INT031551,CUST000909,2024-04-20,Complaint,Chat,11.7,2.9,False
INT031552,CUST002506,2024-11-04,Chat,Email,8.8,3.5,True
INT031553,CUST011271,2024-05-14,Support Call,Chat,12.3,4.3,True
INT031554,CUST012532,2023-07-02,Chat,Email,2.8,3.5,False
INT031555,CUST001307,2023-03-04,Chat,Email,6.6,4.3,False
INT031556,CUST013493,2024-04-26,Complaint,Email,4.1,5.0,False
INT031557,CUST001827,2024-12-23,Complaint,Branch,17.6,2.9,False
INT031558,CUST006849,2023-10-29,Branch Visit,Phone,9.1,5.0,False
INT031559,CUST009349,2023-12-28,Chat,Phone,3.5,4.0,True
INT031560,CUST014355,2024-10-06,Support Call,Phone,23.7,5.0,False
INT031561,CUST000459,2024-05-14,Branch Visit,Branch,3.6,3.4,False
INT031562,CUST011734,2024-02-13,Branch Visit,Chat,7.1,2.6,False
INT031563,CUST008703,2023-01-20,Support Call,Chat,35.1,5.0,False
INT031564,CUST007627,2024-03-01,Branch Visit,Mobile App,0.9,3.2,False
INT031565,CUST017418,2024-09-28,Branch Visit,Mobile App,17.8,3.9,False
