credit_event_id,loan_id,customer_id,event_date,event_type,outstanding_at_event,risk_bucket
CE00918,LN008373,CUST010698,2024-12-23,Default / Write-off Review,459.21,Critical
CE00919,LN008383,CUST010713,2024-10-29,Delinquency Notice - 30 Days,3113.62,Low
CE00920,LN008397,CUST010727,2024-06-20,Delinquency Notice - 30 Days,1983.37,Low
CE00921,LN008411,CUST010744,2024-12-07,Delinquency Notice - 30 Days,3029.2,Low
CE00922,LN008423,CUST010769,2024-09-26,Delinquency Notice - 30 Days,2883.2,Critical
CE00923,LN008429,CUST010777,2024-10-14,Delinquency Notice - 60 Days,14734.4,Critical
CE00924,LN008434,CUST010784,2024-07-01,Delinquency Notice - 30 Days,15320.84,Elevated
CE00925,LN008437,CUST010788,2024-09-26,Delinquency Notice - 30 Days,9836.76,Critical
CE00926,LN008456,CUST010814,2024-12-16,Default / Write-off Review,1172.88,Elevated
CE00927,LN008460,CUST010819,2024-07-20,Delinquency Notice - 60 Days,4252.7,Moderate
CE00928,LN008482,CUST010841,2024-10-07,Default / Write-off Review,5951.28,Low
CE00929,LN008493,CUST010848,2024-07-29,Delinquency Notice - 30 Days,1484.71,Elevated
CE00930,LN008502,CUST010863,2024-09-18,Delinquency Notice - 30 Days,7520.47,Low
CE00931,LN008521,CUST010888,2024-10-22,Delinquency Notice - 30 Days,9808.34,Low
CE00932,LN008549,CUST010931,2024-08-21,Delinquency Notice - 30 Days,4871.67,High
CE00933,LN008558,CUST010943,2024-11-24,Delinquency Notice - 30 Days,2941.16,Low
CE00934,LN008561,CUST010945,2024-11-18,Default / Write-off Review,9171.27,High
CE00935,LN008572,CUST010968,2024-06-22,Default / Write-off Review,2167.05,Elevated
CE00936,LN008573,CUST010968,2024-08-19,Delinquency Notice - 30 Days,19769.24,Elevated
CE00937,LN008587,CUST010984,2024-07-08,Default / Write-off Review,4618.61,High
CE00938,LN008591,CUST010988,2024-06-21,Delinquency Notice - 60 Days,585.68,Critical
CE00939,LN008597,CUST010993,2024-08-06,Delinquency Notice - 30 Days,1394.76,Elevated
CE00940,LN008614,CUST011017,2024-12-24,Default / Write-off Review,1157.36,Low
CE00941,LN008616,CUST011020,2024-11-10,Delinquency Notice - 30 Days,62988.19,Elevated
CE00942,LN008634,CUST011053,2024-12-11,Delinquency Notice - 30 Days,559.22,Critical
CE00943,LN008640,CUST011058,2024-12-23,Delinquency Notice - 30 Days,6546.29,Moderate
CE00944,LN008655,CUST011077,2024-08-28,Delinquency Notice - 30 Days,729.81,High
CE00945,LN008661,CUST011085,2024-10-25,Delinquency Notice - 60 Days,9143.45,Moderate
CE00946,LN008674,CUST011100,2024-10-30,Delinquency Notice - 60 Days,8500.6,Elevated
CE00947,LN008704,CUST011132,2024-11-28,Delinquency Notice - 60 Days,3242.62,Critical
CE00948,LN008710,CUST011135,2024-06-06,Default / Write-off Review,3937.54,Low
CE00949,LN008720,CUST011148,2024-06-18,Delinquency Notice - 60 Days,1339.07,Moderate
CE00950,LN008724,CUST011158,2024-11-20,Delinquency Notice - 30 Days,1403.95,High
CE00951,LN008728,CUST011163,2024-09-18,Delinquency Notice - 60 Days,449.7,Moderate
CE00952,LN008733,CUST011166,2024-06-16,Delinquency Notice - 30 Days,20057.88,High
CE00953,LN008736,CUST011168,2024-08-17,Default / Write-off Review,1467.37,Elevated
CE00954,LN008753,CUST011187,2024-06-07,Delinquency Notice - 60 Days,11084.53,Low
CE00955,LN008758,CUST011194,2024-07-17,Delinquency Notice - 30 Days,7290.49,Low
CE00956,LN008760,CUST011196,2024-08-07,Delinquency Notice - 60 Days,1139.16,Moderate
CE00957,LN008779,CUST011219,2024-11-30,Delinquency Notice - 30 Days,106.1,Moderate
CE00958,LN008780,CUST011219,2024-10-17,Delinquency Notice - 60 Days,2269.72,Moderate
CE00959,LN008787,CUST011228,2024-08-28,Default / Write-off Review,201.87,High
CE00960,LN008788,CUST011229,2024-07-01,Delinquency Notice - 30 Days,6244.65,Low
CE00961,LN008797,CUST011237,2024-11-07,Delinquency Notice - 60 Days,24146.1,Low
CE00962,LN008799,CUST011238,2024-10-15,Delinquency Notice - 60 Days,2368.06,Low
CE00963,LN008806,CUST011248,2024-07-08,Delinquency Notice - 30 Days,554.98,High
CE00964,LN008834,CUST011291,2024-12-04,Delinquency Notice - 30 Days,10863.57,Elevated
CE00965,LN008836,CUST011294,2024-10-09,Delinquency Notice - 30 Days,2879.55,High
CE00966,LN008844,CUST011303,2024-10-03,Delinquency Notice - 30 Days,9732.33,Critical
CE00967,LN008850,CUST011313,2024-08-10,Default / Write-off Review,14986.31,Low
CE00968,LN008854,CUST011319,2024-07-04,Default / Write-off Review,5833.7,Low
CE00969,LN008860,CUST011326,2024-07-18,Delinquency Notice - 60 Days,3661.29,Low
CE00970,LN008876,CUST011345,2024-09-25,Delinquency Notice - 30 Days,897.01,Elevated
CE00971,LN008887,CUST011354,2024-09-03,Delinquency Notice - 30 Days,3270.49,Low
CE00972,LN008892,CUST011364,2024-11-14,Delinquency Notice - 60 Days,4424.6,Critical
CE00973,LN008899,CUST011374,2024-09-25,Delinquency Notice - 60 Days,1127.54,Moderate
CE00974,LN008914,CUST011386,2024-10-09,Default / Write-off Review,2116.75,Low
CE00975,LN008920,CUST011397,2024-08-04,Default / Write-off Review,6659.19,Low
CE00976,LN008933,CUST011415,2024-08-11,Default / Write-off Review,66365.0,Moderate
CE00977,LN008949,CUST011432,2024-08-27,Delinquency Notice - 30 Days,10471.42,Critical
CE00978,LN008955,CUST011441,2024-11-19,Default / Write-off Review,383.79,Critical
CE00979,LN008986,CUST011475,2024-10-31,Delinquency Notice - 30 Days,2292.94,Low
CE00980,LN008998,CUST011488,2024-06-23,Delinquency Notice - 30 Days,6469.03,Moderate
CE00981,LN009017,CUST011525,2024-11-17,Delinquency Notice - 30 Days,2361.47,Moderate
CE00982,LN009029,CUST011541,2024-10-01,Delinquency Notice - 30 Days,869.37,High
CE00983,LN009030,CUST011542,2024-12-15,Delinquency Notice - 30 Days,1072.72,Low
CE00984,LN009035,CUST011545,2024-08-14,Delinquency Notice - 60 Days,12393.63,Elevated
CE00985,LN009046,CUST011557,2024-09-25,Default / Write-off Review,54866.29,High
CE00986,LN009057,CUST011579,2024-08-29,Delinquency Notice - 60 Days,1134.3,High
CE00987,LN009060,CUST011581,2024-12-24,Delinquency Notice - 30 Days,18007.42,Elevated
CE00988,LN009077,CUST011606,2024-06-17,Delinquency Notice - 60 Days,32517.22,Elevated
CE00989,LN009085,CUST011612,2024-08-12,Delinquency Notice - 30 Days,3912.78,Elevated
CE00990,LN009090,CUST011615,2024-12-06,Delinquency Notice - 60 Days,39721.09,Moderate
CE00991,LN009091,CUST011619,2024-06-09,Delinquency Notice - 30 Days,2471.12,Moderate
CE00992,LN009094,CUST011621,2024-06-11,Default / Write-off Review,2620.33,Low
CE00993,LN009096,CUST011621,2024-10-07,Delinquency Notice - 30 Days,67334.56,Low
CE00994,LN009098,CUST011630,2024-10-08,Delinquency Notice - 30 Days,2507.3,Low
CE00995,LN009101,CUST011632,2024-11-04,Delinquency Notice - 30 Days,31473.86,Low
CE00996,LN009103,CUST011635,2024-11-16,Default / Write-off Review,259.59,High
CE00997,LN009107,CUST011640,2024-07-09,Delinquency Notice - 30 Days,3741.92,Moderate
CE00998,LN009122,CUST011652,2024-06-09,Delinquency Notice - 30 Days,8497.79,Low
CE00999,LN009127,CUST011658,2024-09-20,Default / Write-off Review,3543.78,Low
CE01000,LN009151,CUST011685,2024-10-26,Default / Write-off Review,2144.2,Moderate
CE01001,LN009177,CUST011721,2024-12-16,Delinquency Notice - 30 Days,3059.82,Elevated
CE01002,LN009192,CUST011738,2024-10-08,Default / Write-off Review,45252.43,Elevated
CE01003,LN009194,CUST011740,2024-07-21,Delinquency Notice - 30 Days,1762.59,High
CE01004,LN009201,CUST011754,2024-11-29,Delinquency Notice - 60 Days,1917.35,Elevated
CE01005,LN009220,CUST011777,2024-07-12,Delinquency Notice - 30 Days,3588.26,Moderate
CE01006,LN009225,CUST011780,2024-12-13,Default / Write-off Review,28000.05,Moderate
CE01007,LN009243,CUST011804,2024-11-10,Delinquency Notice - 60 Days,8000.57,Critical
CE01008,LN009276,CUST011852,2024-08-19,Default / Write-off Review,2651.32,Moderate
CE01009,LN009284,CUST011862,2024-10-18,Delinquency Notice - 30 Days,643.94,Moderate
CE01010,LN009292,CUST011869,2024-11-01,Delinquency Notice - 30 Days,2096.33,Low
CE01011,LN009296,CUST011871,2024-07-03,Delinquency Notice - 30 Days,990.3,High
CE01012,LN009312,CUST011889,2024-06-29,Delinquency Notice - 60 Days,9029.89,High
CE01013,LN009351,CUST011949,2024-11-15,Default / Write-off Review,10883.19,Moderate
CE01014,LN009366,CUST011966,2024-06-27,Default / Write-off Review,1209.98,Elevated
CE01015,LN009376,CUST011980,2024-08-22,Delinquency Notice - 30 Days,6206.99,Elevated
CE01016,LN009380,CUST011985,2024-12-09,Default / Write-off Review,29093.11,Elevated
CE01017,LN009390,CUST012000,2024-08-05,Delinquency Notice - 60 Days,2378.35,Moderate
CE01018,LN009391,CUST012007,2024-10-19,Delinquency Notice - 30 Days,9445.09,Elevated
CE01019,LN009394,CUST012015,2024-10-06,Delinquency Notice - 60 Days,6567.19,Moderate
CE01020,LN009403,CUST012025,2024-07-07,Delinquency Notice - 30 Days,12467.14,Elevated
CE01021,LN009413,CUST012035,2024-06-15,Delinquency Notice - 60 Days,1971.84,Elevated
CE01022,LN009414,CUST012035,2024-06-20,Delinquency Notice - 60 Days,5273.1,Elevated
CE01023,LN009423,CUST012043,2024-12-15,Delinquency Notice - 60 Days,68564.76,Elevated
CE01024,LN009433,CUST012051,2024-06-08,Delinquency Notice - 30 Days,4435.01,Moderate
CE01025,LN009436,CUST012057,2024-12-13,Delinquency Notice - 30 Days,18991.9,Low
CE01026,LN009467,CUST012098,2024-10-23,Default / Write-off Review,45251.78,Elevated
CE01027,LN009478,CUST012114,2024-12-04,Delinquency Notice - 30 Days,19344.08,Moderate
CE01028,LN009489,CUST012124,2024-11-21,Delinquency Notice - 60 Days,4123.85,Moderate
CE01029,LN009503,CUST012137,2024-10-29,Default / Write-off Review,1722.35,High
CE01030,LN009504,CUST012137,2024-07-02,Delinquency Notice - 30 Days,164.54,High
CE01031,LN009507,CUST012146,2024-08-20,Default / Write-off Review,1347.35,Moderate
CE01032,LN009509,CUST012147,2024-06-16,Delinquency Notice - 30 Days,10949.21,Moderate
CE01033,LN009513,CUST012151,2024-11-05,Delinquency Notice - 30 Days,178.91,Moderate
CE01034,LN009514,CUST012151,2024-10-15,Default / Write-off Review,1837.5,Moderate
CE01035,LN009540,CUST012185,2024-06-06,Delinquency Notice - 30 Days,2895.94,High
CE01036,LN009547,CUST012193,2024-07-31,Delinquency Notice - 60 Days,833.08,Low
CE01037,LN009549,CUST012194,2024-06-15,Delinquency Notice - 30 Days,13515.26,High
CE01038,LN009580,CUST012232,2024-10-17,Delinquency Notice - 60 Days,274.78,Critical
CE01039,LN009582,CUST012234,2024-06-24,Default / Write-off Review,697.05,Elevated
CE01040,LN009593,CUST012244,2024-06-10,Default / Write-off Review,2284.92,Moderate
CE01041,LN009594,CUST012244,2024-11-18,Delinquency Notice - 60 Days,305.45,Moderate
CE01042,LN009597,CUST012247,2024-12-24,Default / Write-off Review,4081.1,Elevated
CE01043,LN009598,CUST012248,2024-10-04,Default / Write-off Review,277.83,Low
CE01044,LN009613,CUST012267,2024-09-19,Default / Write-off Review,4913.13,Elevated
CE01045,LN009620,CUST012274,2024-10-02,Delinquency Notice - 30 Days,1011.4,Low
CE01046,LN009629,CUST012288,2024-09-26,Delinquency Notice - 60 Days,2887.05,Elevated
CE01047,LN009634,CUST012295,2024-10-15,Delinquency Notice - 30 Days,1309.72,High
CE01048,LN009637,CUST012302,2024-12-19,Delinquency Notice - 30 Days,12203.99,Low
CE01049,LN009639,CUST012304,2024-09-18,Delinquency Notice - 60 Days,818.08,High
CE01050,LN009653,CUST012324,2024-10-24,Default / Write-off Review,168.13,High
CE01051,LN009664,CUST012339,2024-06-09,Delinquency Notice - 30 Days,7594.49,Moderate
CE01052,LN009665,CUST012342,2024-08-07,Delinquency Notice - 30 Days,4150.39,High
CE01053,LN009678,CUST012354,2024-08-30,Delinquency Notice - 30 Days,6121.04,Elevated
CE01054,LN009690,CUST012369,2024-10-09,Delinquency Notice - 30 Days,2749.64,Moderate
CE01055,LN009691,CUST012369,2024-11-19,Default / Write-off Review,544.1,Moderate
CE01056,LN009696,CUST012377,2024-10-03,Default / Write-off Review,6683.53,Moderate
CE01057,LN009701,CUST012381,2024-09-18,Delinquency Notice - 30 Days,1169.67,High
CE01058,LN009704,CUST012383,2024-06-08,Delinquency Notice - 60 Days,887.69,Elevated
CE01059,LN009715,CUST012394,2024-07-26,Default / Write-off Review,13288.12,Elevated
CE01060,LN009741,CUST012423,2024-08-19,Delinquency Notice - 60 Days,2088.28,High
CE01061,LN009750,CUST012434,2024-10-29,Delinquency Notice - 30 Days,3343.33,Moderate
CE01062,LN009783,CUST012468,2024-12-01,Default / Write-off Review,3288.77,Low
CE01063,LN009792,CUST012485,2024-07-03,Default / Write-off Review,1795.6,High
CE01064,LN009794,CUST012487,2024-11-30,Delinquency Notice - 60 Days,1970.17,Elevated
CE01065,LN009813,CUST012509,2024-06-16,Delinquency Notice - 30 Days,47217.48,Moderate
CE01066,LN009834,CUST012530,2024-08-18,Delinquency Notice - 30 Days,1788.29,Moderate
CE01067,LN009849,CUST012549,2024-09-25,Default / Write-off Review,22445.38,Elevated
CE01068,LN009871,CUST012571,2024-06-12,Delinquency Notice - 60 Days,10993.53,Moderate
CE01069,LN009876,CUST012578,2024-12-16,Delinquency Notice - 30 Days,5095.41,Moderate
CE01070,LN009886,CUST012593,2024-11-22,Delinquency Notice - 30 Days,2543.16,Low
CE01071,LN009888,CUST012596,2024-09-02,Default / Write-off Review,7323.63,Critical
CE01072,LN009899,CUST012609,2024-08-28,Delinquency Notice - 30 Days,927.14,Elevated
CE01073,LN009911,CUST012620,2024-06-29,Delinquency Notice - 30 Days,6106.45,Elevated
CE01074,LN009940,CUST012651,2024-10-29,Default / Write-off Review,5432.74,Elevated
CE01075,LN009951,CUST012675,2024-10-06,Delinquency Notice - 60 Days,4641.43,Moderate
CE01076,LN009952,CUST012676,2024-06-08,Delinquency Notice - 30 Days,7067.14,Low
CE01077,LN009978,CUST012703,2024-12-19,Delinquency Notice - 30 Days,3936.18,Moderate
CE01078,LN009980,CUST012705,2024-11-28,Delinquency Notice - 60 Days,3468.38,Critical
CE01079,LN009981,CUST012706,2024-06-14,Default / Write-off Review,1855.63,Moderate
CE01080,LN009996,CUST012723,2024-12-27,Delinquency Notice - 60 Days,6375.75,Elevated
CE01081,LN009998,CUST012726,2024-08-27,Delinquency Notice - 30 Days,18759.77,Moderate
CE01082,LN010015,CUST012754,2024-11-23,Delinquency Notice - 30 Days,1020.88,Low
CE01083,LN010019,CUST012757,2024-07-26,Default / Write-off Review,55980.04,Moderate
CE01084,LN010039,CUST012780,2024-12-03,Delinquency Notice - 60 Days,5893.6,Low
CE01085,LN010056,CUST012798,2024-06-06,Default / Write-off Review,12206.48,High
CE01086,LN010058,CUST012802,2024-12-02,Delinquency Notice - 60 Days,259.12,High
CE01087,LN010069,CUST012812,2024-06-11,Delinquency Notice - 60 Days,2270.71,Elevated
CE01088,LN010079,CUST012826,2024-11-09,Delinquency Notice - 60 Days,11931.83,Moderate
CE01089,LN010089,CUST012836,2024-06-17,Delinquency Notice - 30 Days,899.94,Low
CE01090,LN010091,CUST012838,2024-10-13,Default / Write-off Review,2513.93,Moderate
CE01091,LN010107,CUST012860,2024-09-21,Delinquency Notice - 60 Days,4763.89,High
CE01092,LN010113,CUST012865,2024-12-15,Delinquency Notice - 30 Days,9272.56,Moderate
CE01093,LN010133,CUST012886,2024-12-07,Delinquency Notice - 60 Days,265.81,Critical
CE01094,LN010134,CUST012886,2024-12-02,Delinquency Notice - 60 Days,768.6,Critical
CE01095,LN010158,CUST012913,2024-10-18,Delinquency Notice - 30 Days,547.9,Elevated
CE01096,LN010176,CUST012938,2024-07-14,Delinquency Notice - 30 Days,3041.94,Elevated
CE01097,LN010177,CUST012939,2024-08-29,Delinquency Notice - 30 Days,3733.7,Critical
CE01098,LN010180,CUST012944,2024-11-18,Delinquency Notice - 60 Days,2288.08,Moderate
CE01099,LN010205,CUST012979,2024-09-13,Delinquency Notice - 60 Days,6924.85,Elevated
CE01100,LN010222,CUST012996,2024-09-12,Delinquency Notice - 60 Days,5536.36,Low
CE01101,LN010237,CUST013023,2024-10-24,Delinquency Notice - 30 Days,1870.72,Moderate
CE01102,LN010241,CUST013033,2024-11-29,Delinquency Notice - 60 Days,2056.05,Moderate
CE01103,LN010258,CUST013049,2024-09-12,Delinquency Notice - 60 Days,12214.13,High
CE01104,LN010264,CUST013051,2024-09-16,Delinquency Notice - 60 Days,766.76,Elevated
CE01105,LN010270,CUST013060,2024-11-05,Delinquency Notice - 30 Days,2583.14,Low
CE01106,LN010296,CUST013101,2024-06-03,Delinquency Notice - 30 Days,204.09,Critical
CE01107,LN010305,CUST013111,2024-10-07,Delinquency Notice - 60 Days,2063.7,High
CE01108,LN010308,CUST013114,2024-09-01,Delinquency Notice - 30 Days,3288.38,High
CE01109,LN010309,CUST013114,2024-12-08,Delinquency Notice - 30 Days,18936.39,High
CE01110,LN010317,CUST013123,2024-12-19,Delinquency Notice - 60 Days,2604.2,Critical
CE01111,LN010324,CUST013136,2024-09-15,Delinquency Notice - 30 Days,39577.95,Moderate
CE01112,LN010351,CUST013176,2024-12-08,Delinquency Notice - 30 Days,932.54,Elevated
CE01113,LN010354,CUST013178,2024-08-01,Default / Write-off Review,3943.2,Critical
CE01114,LN010358,CUST013181,2024-06-14,Delinquency Notice - 30 Days,1466.12,Elevated
CE01115,LN010387,CUST013220,2024-12-17,Delinquency Notice - 30 Days,861.17,Moderate
CE01116,LN010393,CUST013225,2024-11-21,Delinquency Notice - 30 Days,490.22,Moderate
CE01117,LN010400,CUST013233,2024-06-29,Default / Write-off Review,717.29,High
CE01118,LN010415,CUST013246,2024-06-18,Delinquency Notice - 60 Days,7345.89,Moderate
CE01119,LN010416,CUST013247,2024-11-17,Delinquency Notice - 30 Days,3602.46,High
CE01120,LN010420,CUST013254,2024-06-21,Delinquency Notice - 30 Days,2186.53,Critical
CE01121,LN010424,CUST013256,2024-08-25,Default / Write-off Review,1378.87,High
CE01122,LN010427,CUST013260,2024-06-05,Delinquency Notice - 30 Days,353.89,Moderate
CE01123,LN010433,CUST013272,2024-07-06,Delinquency Notice - 30 Days,1378.35,Low
CE01124,LN010434,CUST013274,2024-12-22,Delinquency Notice - 30 Days,2041.79,Moderate
CE01125,LN010468,CUST013325,2024-11-21,Delinquency Notice - 30 Days,5364.02,Elevated
CE01126,LN010481,CUST013336,2024-07-17,Delinquency Notice - 60 Days,18662.94,Moderate
CE01127,LN010497,CUST013352,2024-10-02,Delinquency Notice - 60 Days,2287.04,Moderate
CE01128,LN010505,CUST013361,2024-11-26,Delinquency Notice - 60 Days,1735.77,Low
CE01129,LN010522,CUST013379,2024-08-22,Delinquency Notice - 30 Days,5008.7,High
CE01130,LN010540,CUST013395,2024-08-17,Delinquency Notice - 30 Days,3597.03,High
CE01131,LN010553,CUST013406,2024-08-21,Delinquency Notice - 60 Days,1533.14,Moderate
CE01132,LN010555,CUST013407,2024-07-30,Delinquency Notice - 60 Days,24248.7,Low
CE01133,LN010558,CUST013413,2024-06-02,Delinquency Notice - 30 Days,35469.41,Elevated
CE01134,LN010577,CUST013437,2024-08-19,Delinquency Notice - 30 Days,5758.56,Moderate
CE01135,LN010582,CUST013444,2024-10-02,Delinquency Notice - 30 Days,13997.6,Low
CE01136,LN010584,CUST013447,2024-10-17,Delinquency Notice - 30 Days,1743.13,Moderate
CE01137,LN010602,CUST013465,2024-10-29,Delinquency Notice - 60 Days,315.68,Elevated
CE01138,LN010603,CUST013465,2024-07-29,Default / Write-off Review,1123.11,Elevated
CE01139,LN010647,CUST013535,2024-12-14,Delinquency Notice - 60 Days,13895.53,Moderate
CE01140,LN010661,CUST013560,2024-12-20,Delinquency Notice - 30 Days,1788.24,High
CE01141,LN010692,CUST013597,2024-09-14,Default / Write-off Review,6069.39,Low
CE01142,LN010695,CUST013599,2024-09-22,Delinquency Notice - 30 Days,5968.2,Moderate
CE01143,LN010698,CUST013602,2024-10-25,Delinquency Notice - 30 Days,2342.78,Moderate
CE01144,LN010709,CUST013619,2024-08-14,Delinquency Notice - 30 Days,10726.01,Elevated
CE01145,LN010710,CUST013620,2024-08-21,Delinquency Notice - 60 Days,974.9,Moderate
CE01146,LN010716,CUST013626,2024-12-26,Delinquency Notice - 30 Days,3563.72,Elevated
CE01147,LN010719,CUST013631,2024-08-25,Delinquency Notice - 30 Days,6506.25,Moderate
CE01148,LN010729,CUST013647,2024-08-20,Delinquency Notice - 30 Days,7182.79,Moderate
CE01149,LN010734,CUST013654,2024-09-22,Delinquency Notice - 30 Days,26254.51,Moderate
CE01150,LN010741,CUST013669,2024-09-06,Default / Write-off Review,6806.42,High
CE01151,LN010746,CUST013684,2024-08-11,Delinquency Notice - 30 Days,3868.97,Moderate
CE01152,LN010768,CUST013712,2024-11-14,Delinquency Notice - 30 Days,1363.41,Critical
CE01153,LN010776,CUST013719,2024-08-21,Delinquency Notice - 30 Days,29798.56,Moderate
CE01154,LN010780,CUST013723,2024-10-28,Delinquency Notice - 30 Days,6189.02,Low
CE01155,LN010781,CUST013725,2024-10-26,Default / Write-off Review,33505.05,Moderate
CE01156,LN010783,CUST013726,2024-07-21,Default / Write-off Review,28232.36,Elevated
CE01157,LN010788,CUST013731,2024-12-25,Delinquency Notice - 30 Days,28942.76,Elevated
CE01158,LN010802,CUST013753,2024-10-21,Default / Write-off Review,820.72,Critical
CE01159,LN010815,CUST013766,2024-07-22,Delinquency Notice - 60 Days,11745.95,High
CE01160,LN010825,CUST013782,2024-12-21,Delinquency Notice - 30 Days,26314.89,Low
CE01161,LN010838,CUST013800,2024-07-09,Delinquency Notice - 30 Days,1651.5,Elevated
CE01162,LN010840,CUST013801,2024-10-05,Delinquency Notice - 30 Days,4405.13,Elevated
CE01163,LN010860,CUST013829,2024-08-20,Delinquency Notice - 60 Days,1536.42,High
CE01164,LN010861,CUST013829,2024-06-01,Delinquency Notice - 30 Days,1397.35,High
CE01165,LN010864,CUST013832,2024-11-05,Default / Write-off Review,4563.43,Moderate
CE01166,LN010878,CUST013853,2024-06-09,Delinquency Notice - 60 Days,2713.0,Elevated
CE01167,LN010911,CUST013884,2024-11-02,Default / Write-off Review,4807.33,Elevated
CE01168,LN010912,CUST013886,2024-11-04,Default / Write-off Review,1162.59,Moderate
CE01169,LN010971,CUST013964,2024-06-29,Delinquency Notice - 30 Days,555.47,High
CE01170,LN010972,CUST013964,2024-07-23,Delinquency Notice - 30 Days,1084.56,High
CE01171,LN010980,CUST013973,2024-09-25,Delinquency Notice - 60 Days,12183.26,Elevated
CE01172,LN010986,CUST013977,2024-09-12,Delinquency Notice - 60 Days,2481.79,Moderate
CE01173,LN010987,CUST013979,2024-12-26,Delinquency Notice - 30 Days,498.2,Low
CE01174,LN010990,CUST013987,2024-09-12,Delinquency Notice - 30 Days,8036.52,Low
CE01175,LN011011,CUST014015,2024-06-08,Delinquency Notice - 30 Days,1558.85,Critical
CE01176,LN011012,CUST014016,2024-07-09,Delinquency Notice - 30 Days,281.48,Critical
CE01177,LN011023,CUST014037,2024-11-15,Default / Write-off Review,9851.53,Low
CE01178,LN011038,CUST014053,2024-06-04,Default / Write-off Review,2946.34,Elevated
CE01179,LN011072,CUST014092,2024-11-22,Delinquency Notice - 30 Days,38678.63,Low
CE01180,LN011081,CUST014104,2024-07-30,Delinquency Notice - 30 Days,3893.75,Elevated
CE01181,LN011088,CUST014109,2024-10-11,Default / Write-off Review,2900.12,Moderate
CE01182,LN011090,CUST014110,2024-09-19,Delinquency Notice - 60 Days,33172.99,Elevated
CE01183,LN011096,CUST014120,2024-07-17,Delinquency Notice - 30 Days,17285.06,Moderate
CE01184,LN011105,CUST014131,2024-08-03,Default / Write-off Review,2540.18,High
CE01185,LN011111,CUST014138,2024-06-09,Delinquency Notice - 30 Days,7921.78,Elevated
CE01186,LN011132,CUST014157,2024-06-01,Delinquency Notice - 60 Days,14040.99,Elevated
CE01187,LN011144,CUST014172,2024-08-05,Delinquency Notice - 30 Days,21447.31,High
CE01188,LN011148,CUST014179,2024-09-19,Delinquency Notice - 60 Days,961.06,Moderate
CE01189,LN011161,CUST014201,2024-06-30,Delinquency Notice - 60 Days,557.12,Critical
CE01190,LN011162,CUST014204,2024-07-15,Delinquency Notice - 30 Days,1063.88,Elevated
CE01191,LN011171,CUST014220,2024-10-18,Delinquency Notice - 60 Days,10013.4,Moderate
CE01192,LN011181,CUST014229,2024-10-18,Default / Write-off Review,5021.76,Moderate
CE01193,LN011200,CUST014247,2024-11-03,Default / Write-off Review,8684.95,Moderate
CE01194,LN011208,CUST014258,2024-08-19,Default / Write-off Review,4545.96,High
CE01195,LN011218,CUST014273,2024-10-08,Default / Write-off Review,769.29,Moderate
CE01196,LN011241,CUST014309,2024-07-25,Delinquency Notice - 30 Days,3772.86,Elevated
CE01197,LN011254,CUST014334,2024-07-03,Delinquency Notice - 60 Days,867.69,Low
CE01198,LN011264,CUST014344,2024-09-04,Delinquency Notice - 30 Days,22510.51,Moderate
CE01199,LN011287,CUST014370,2024-08-18,Default / Write-off Review,1215.19,Low
CE01200,LN011299,CUST014387,2024-07-15,Default / Write-off Review,154058.36,Moderate
CE01201,LN011303,CUST014393,2024-12-15,Delinquency Notice - 30 Days,1155.78,Elevated
CE01202,LN011314,CUST014412,2024-08-04,Delinquency Notice - 60 Days,2617.18,Low
CE01203,LN011315,CUST014412,2024-09-30,Delinquency Notice - 60 Days,678.09,Low
CE01204,LN011316,CUST014414,2024-08-21,Delinquency Notice - 30 Days,1412.03,High
CE01205,LN011319,CUST014417,2024-10-24,Delinquency Notice - 30 Days,2727.31,Low
CE01206,LN011339,CUST014447,2024-09-18,Delinquency Notice - 30 Days,1712.27,Elevated
CE01207,LN011348,CUST014460,2024-06-04,Default / Write-off Review,2008.55,Low
CE01208,LN011354,CUST014465,2024-06-05,Delinquency Notice - 60 Days,2702.21,Critical
CE01209,LN011357,CUST014471,2024-10-13,Delinquency Notice - 30 Days,6201.78,Moderate
CE01210,LN011398,CUST014530,2024-10-06,Delinquency Notice - 60 Days,856.54,Critical
CE01211,LN011422,CUST014557,2024-10-06,Delinquency Notice - 30 Days,1314.81,Moderate
CE01212,LN011440,CUST014580,2024-09-05,Default / Write-off Review,19283.49,High
CE01213,LN011443,CUST014589,2024-11-20,Default / Write-off Review,5279.94,Low
CE01214,LN011457,CUST014610,2024-12-07,Delinquency Notice - 30 Days,483.48,Elevated
CE01215,LN011459,CUST014611,2024-06-15,Delinquency Notice - 30 Days,3964.75,Critical
CE01216,LN011465,CUST014618,2024-12-02,Delinquency Notice - 60 Days,737.84,Moderate
CE01217,LN011467,CUST014620,2024-06-14,Delinquency Notice - 60 Days,695.96,Elevated
CE01218,LN011469,CUST014628,2024-10-24,Delinquency Notice - 30 Days,10038.64,Moderate
CE01219,LN011475,CUST014634,2024-10-01,Delinquency Notice - 30 Days,11226.73,High
CE01220,LN011485,CUST014643,2024-11-06,Delinquency Notice - 30 Days,7029.05,Moderate
CE01221,LN011495,CUST014660,2024-06-04,Default / Write-off Review,23946.88,Moderate
CE01222,LN011511,CUST014673,2024-09-28,Delinquency Notice - 60 Days,13883.38,Elevated
CE01223,LN011512,CUST014674,2024-09-14,Default / Write-off Review,367.87,Elevated
