fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD01655,CUST015811,2023-12-01,Card Fraud,Online Banking,400.98,862.21,False,True,Region-02
FRD01656,CUST000454,2023-10-28,Card Fraud,ATM,768.29,1218.26,False,True,Region-04
FRD01657,CUST011578,2023-10-05,Suspicious Transfer,Mobile App,363.77,1667.47,False,False,Region-10
FRD01658,CUST015165,2023-04-12,Account Takeover,Branch,1033.39,311.66,False,False,Region-05
FRD01659,CUST009294,2024-01-14,Identity-related Anomaly,Mobile App,154.17,97.45,True,False,Region-05
FRD01660,CUST019910,2023-07-05,Identity-related Anomaly,Card Network,695.95,106.85,True,False,Region-06
FRD01661,CUST000568,2024-10-27,Account Takeover,Card Network,329.35,111.06,True,False,Region-03
FRD01662,CUST013797,2024-01-21,Unusual Transaction Pattern,Mobile App,295.29,1502.07,False,False,Region-02
FRD01663,CUST002951,2024-12-30,ATM Fraud,Card Network,377.88,142.67,True,False,Region-07
FRD01664,CUST014525,2024-02-17,Unusual Transaction Pattern,Mobile App,506.47,226.96,False,True,Region-02
FRD01665,CUST003759,2024-12-14,Card Fraud,Mobile App,2307.47,10.08,True,False,Region-10
FRD01666,CUST012874,2024-05-28,Suspicious Transfer,Online Banking,673.86,103.42,True,False,Region-07
FRD01667,CUST000061,2023-03-17,Card Fraud,Branch,326.26,224.8,True,False,Region-11
FRD01668,CUST007488,2023-06-17,Suspicious Transfer,Branch,821.11,56.05,True,False,Region-08
FRD01669,CUST016455,2024-02-26,Card Fraud,Branch,1210.21,66.64,True,False,Region-03
FRD01670,CUST002796,2023-04-05,Card Fraud,Mobile App,111.54,25.39,True,False,Region-04
FRD01671,CUST006900,2023-05-26,Unusual Transaction Pattern,Card Network,601.26,40.75,True,False,Region-01
FRD01672,CUST007996,2023-10-21,Account Takeover,Card Network,802.45,18.74,True,False,Region-11
FRD01673,CUST011152,2024-01-21,Identity-related Anomaly,Branch,472.25,95.91,True,False,Region-03
FRD01674,CUST003751,2023-06-22,Account Takeover,Card Network,27.9,353.55,False,True,Region-01
FRD01675,CUST016973,2023-04-28,Card Fraud,Online Banking,389.34,13.2,True,False,Region-04
FRD01676,CUST012325,2023-05-31,Identity-related Anomaly,Mobile App,575.85,43.55,True,False,Region-10
FRD01677,CUST013346,2024-05-29,ATM Fraud,ATM,1176.38,732.67,False,True,Region-12
FRD01678,CUST004444,2024-12-24,Identity-related Anomaly,Card Network,224.38,12.51,True,False,Region-08
FRD01679,CUST006129,2024-06-21,Unusual Transaction Pattern,Branch,300.56,858.93,False,True,Region-07
FRD01680,CUST018249,2023-04-13,Account Takeover,Branch,335.5,44.41,True,False,Region-08
FRD01681,CUST012298,2023-10-07,Card Fraud,Mobile App,231.82,1296.03,False,False,Region-10
FRD01682,CUST019227,2023-02-24,Account Takeover,Mobile App,182.21,4.5,True,False,Region-10
FRD01683,CUST004866,2023-08-20,Unusual Transaction Pattern,ATM,1883.82,1315.37,False,False,Region-03
FRD01684,CUST003602,2023-02-24,ATM Fraud,Branch,787.8,26.9,True,False,Region-02
FRD01685,CUST008639,2024-07-04,ATM Fraud,Branch,787.7,36.93,True,False,Region-05
FRD01686,CUST017683,2024-02-01,Suspicious Transfer,Online Banking,820.81,165.68,True,False,Region-09
FRD01687,CUST002179,2024-04-21,Unusual Transaction Pattern,Mobile App,833.59,22.48,True,False,Region-02
FRD01688,CUST011675,2023-09-15,Unusual Transaction Pattern,Card Network,833.8,12.95,True,False,Region-08
FRD01689,CUST012884,2024-07-08,Card Fraud,Online Banking,980.92,40.99,True,False,Region-05
FRD01690,CUST013273,2024-04-27,Card Fraud,Card Network,1186.13,36.4,True,False,Region-08
FRD01691,CUST001953,2024-11-14,Suspicious Transfer,Card Network,354.27,182.91,True,False,Region-09
FRD01692,CUST015974,2024-10-19,Unusual Transaction Pattern,Online Banking,752.77,18.4,True,False,Region-03
FRD01693,CUST012367,2023-12-05,Suspicious Transfer,Branch,1016.2,5.31,True,False,Region-12
FRD01694,CUST002034,2023-05-22,Suspicious Transfer,Card Network,570.75,71.79,True,False,Region-07
FRD01695,CUST018156,2024-04-30,Unusual Transaction Pattern,Branch,624.82,28.73,True,False,Region-07
FRD01696,CUST015491,2023-07-22,ATM Fraud,ATM,2871.03,573.76,False,False,Region-09
FRD01697,CUST005543,2023-04-07,Account Takeover,Card Network,512.21,22.61,True,False,Region-09
FRD01698,CUST000455,2024-06-04,Card Fraud,Branch,703.96,1.78,True,False,Region-03
FRD01699,CUST009600,2024-11-24,Unusual Transaction Pattern,Branch,396.16,9.28,True,False,Region-03
FRD01700,CUST008439,2023-12-06,Unusual Transaction Pattern,Online Banking,721.6,368.98,False,False,Region-05
FRD01701,CUST012253,2024-06-24,Account Takeover,Card Network,653.46,398.53,False,False,Region-10
FRD01702,CUST018293,2023-11-21,Unusual Transaction Pattern,Mobile App,728.45,136.92,True,False,Region-06
FRD01703,CUST000744,2024-02-21,ATM Fraud,ATM,796.42,56.57,True,False,Region-01
FRD01704,CUST011813,2023-07-04,Card Fraud,Card Network,1062.84,120.65,True,False,Region-03
FRD01705,CUST015103,2023-04-15,Identity-related Anomaly,Card Network,174.9,53.98,True,False,Region-01
FRD01706,CUST008032,2023-06-02,Account Takeover,Branch,356.83,77.92,True,False,Region-11
FRD01707,CUST003668,2024-11-18,Suspicious Transfer,Mobile App,90.7,38.43,True,False,Region-05
FRD01708,CUST002802,2024-10-27,Card Fraud,Card Network,764.4,7.08,True,False,Region-02
FRD01709,CUST009120,2023-04-06,Suspicious Transfer,Online Banking,103.77,615.72,False,False,Region-10
FRD01710,CUST016515,2023-04-12,Account Takeover,Mobile App,2390.77,1.39,True,False,Region-12
FRD01711,CUST001119,2023-02-08,Account Takeover,ATM,1645.9,36.11,True,False,Region-12
FRD01712,CUST005824,2024-06-08,Suspicious Transfer,ATM,1374.18,97.23,True,False,Region-05
FRD01713,CUST010770,2023-12-14,Suspicious Transfer,Mobile App,634.6,24.91,True,False,Region-04
FRD01714,CUST010534,2024-08-03,Card Fraud,Online Banking,161.08,148.97,False,True,Region-08
FRD01715,CUST006129,2024-11-08,Card Fraud,ATM,566.81,29.01,True,False,Region-07
FRD01716,CUST019660,2023-04-12,Card Fraud,Card Network,576.69,353.63,True,False,Region-01
FRD01717,CUST009741,2023-02-02,Identity-related Anomaly,Card Network,616.71,34.46,True,False,Region-08
FRD01718,CUST008608,2023-01-09,Card Fraud,ATM,101.74,37.11,True,False,Region-01
FRD01719,CUST009436,2024-01-17,Suspicious Transfer,Card Network,897.39,808.37,False,True,Region-07
FRD01720,CUST014769,2023-11-12,Card Fraud,Mobile App,1085.24,3.75,True,False,Region-10
FRD01721,CUST011987,2024-05-31,Card Fraud,ATM,228.84,760.14,False,False,Region-03
FRD01722,CUST006872,2024-08-06,Card Fraud,Online Banking,407.07,182.25,True,False,Region-11
FRD01723,CUST002281,2024-02-05,Card Fraud,Online Banking,413.11,1651.42,False,True,Region-06
FRD01724,CUST011722,2023-04-11,Identity-related Anomaly,Mobile App,245.03,12.22,True,False,Region-10
FRD01725,CUST014629,2024-09-13,Suspicious Transfer,ATM,768.83,33.82,True,False,Region-06
FRD01726,CUST008325,2024-02-23,Unusual Transaction Pattern,ATM,596.66,121.65,True,False,Region-08
FRD01727,CUST013926,2024-08-30,Card Fraud,Online Banking,101.06,929.35,False,False,Region-01
FRD01728,CUST010625,2024-10-03,Card Fraud,ATM,294.1,600.05,False,False,Region-10
FRD01729,CUST019590,2023-12-09,Account Takeover,Mobile App,944.07,6.21,True,False,Region-12
FRD01730,CUST008656,2024-06-19,ATM Fraud,ATM,296.12,29.66,True,False,Region-05
FRD01731,CUST010297,2023-09-15,Card Fraud,Online Banking,718.27,20.72,True,False,Region-03
FRD01732,CUST019389,2024-03-01,ATM Fraud,Branch,514.24,113.93,True,False,Region-07
FRD01733,CUST017081,2023-04-19,Suspicious Transfer,Mobile App,162.49,1444.19,False,False,Region-01
FRD01734,CUST008214,2023-12-29,Identity-related Anomaly,Branch,803.39,17.34,True,False,Region-11
FRD01735,CUST009700,2024-01-04,Suspicious Transfer,Card Network,278.45,317.45,False,True,Region-11
FRD01736,CUST000096,2024-01-04,Card Fraud,Branch,1188.31,35.05,True,False,Region-01
FRD01737,CUST009112,2024-04-20,Suspicious Transfer,Card Network,512.21,32.09,True,False,Region-02
FRD01738,CUST010153,2023-05-06,Suspicious Transfer,Card Network,748.73,1439.93,False,False,Region-02
FRD01739,CUST000700,2024-06-18,Card Fraud,Branch,442.12,164.45,False,True,Region-03
FRD01740,CUST015418,2024-05-20,Account Takeover,ATM,1125.81,16.05,True,False,Region-06
FRD01741,CUST008949,2023-08-28,Suspicious Transfer,ATM,1320.08,1124.08,False,False,Region-06
FRD01742,CUST013023,2023-07-01,Card Fraud,Online Banking,372.6,30.01,True,False,Region-04
FRD01743,CUST011388,2023-03-09,Unusual Transaction Pattern,ATM,936.3,179.67,False,True,Region-08
FRD01744,CUST017088,2024-08-06,Unusual Transaction Pattern,Online Banking,952.18,53.79,True,False,Region-07
FRD01745,CUST002920,2023-09-23,Unusual Transaction Pattern,Card Network,1263.99,66.13,True,False,Region-12
FRD01746,CUST013209,2024-08-14,Suspicious Transfer,Mobile App,568.95,9.08,True,False,Region-08
FRD01747,CUST000951,2023-05-23,Card Fraud,Card Network,889.81,164.04,True,False,Region-02
FRD01748,CUST019339,2024-01-11,Suspicious Transfer,Branch,2845.03,84.68,True,False,Region-04
FRD01749,CUST014871,2023-11-04,Unusual Transaction Pattern,Online Banking,550.41,138.12,True,False,Region-04
FRD01750,CUST008386,2024-08-19,Card Fraud,Mobile App,251.66,26.76,True,False,Region-05
FRD01751,CUST016369,2024-07-09,Card Fraud,Mobile App,324.52,53.73,True,False,Region-09
FRD01752,CUST012499,2023-04-07,Card Fraud,Mobile App,248.23,13.16,True,False,Region-12
FRD01753,CUST018742,2023-12-13,Account Takeover,Mobile App,417.05,4.94,True,False,Region-09
FRD01754,CUST007539,2023-01-11,Identity-related Anomaly,Online Banking,2300.17,43.15,True,False,Region-06
FRD01755,CUST006785,2024-03-19,Account Takeover,ATM,551.73,93.65,True,False,Region-04
FRD01756,CUST005131,2024-12-30,Unusual Transaction Pattern,Mobile App,490.89,26.79,True,False,Region-08
FRD01757,CUST006293,2023-02-09,Card Fraud,Branch,377.78,1205.41,False,False,Region-06
FRD01758,CUST012254,2024-10-28,Unusual Transaction Pattern,Mobile App,690.14,289.6,False,True,Region-03
FRD01759,CUST006973,2024-08-17,Card Fraud,Card Network,690.86,13.4,True,False,Region-10
FRD01760,CUST007939,2023-09-20,Identity-related Anomaly,Mobile App,763.7,104.42,True,False,Region-01
FRD01761,CUST018634,2023-07-25,ATM Fraud,Mobile App,497.16,1640.34,False,False,Region-04
FRD01762,CUST005583,2023-11-29,Card Fraud,Online Banking,1171.6,173.1,True,False,Region-10
FRD01763,CUST004407,2024-06-17,Card Fraud,Online Banking,1370.58,60.9,True,False,Region-07
FRD01764,CUST007318,2024-12-28,Card Fraud,Mobile App,142.84,27.36,True,False,Region-11
FRD01765,CUST008406,2024-07-23,Suspicious Transfer,Mobile App,1161.93,35.15,True,False,Region-04
FRD01766,CUST000683,2024-02-14,Card Fraud,Mobile App,280.91,113.77,True,False,Region-01
FRD01767,CUST008066,2024-10-20,Suspicious Transfer,ATM,1669.67,77.19,True,False,Region-06
FRD01768,CUST000354,2023-04-23,Card Fraud,Card Network,519.88,144.09,True,False,Region-01
FRD01769,CUST013546,2023-01-08,ATM Fraud,ATM,175.48,41.67,True,False,Region-09
FRD01770,CUST006742,2024-01-08,Suspicious Transfer,Branch,292.61,8.76,True,False,Region-10
FRD01771,CUST019578,2024-02-27,Account Takeover,ATM,1686.82,70.22,True,False,Region-07
FRD01772,CUST009395,2024-08-05,Card Fraud,Online Banking,1310.61,182.36,True,False,Region-12
FRD01773,CUST010330,2023-06-19,Card Fraud,Online Banking,637.46,57.85,True,False,Region-06
FRD01774,CUST000410,2023-03-19,Account Takeover,Card Network,176.87,68.52,True,False,Region-04
FRD01775,CUST016662,2023-12-25,Suspicious Transfer,Card Network,443.3,29.62,True,False,Region-10
FRD01776,CUST019328,2024-03-16,Suspicious Transfer,ATM,1814.39,67.09,True,False,Region-05
FRD01777,CUST003026,2024-08-08,Card Fraud,Card Network,1485.65,542.87,False,False,Region-12
FRD01778,CUST005249,2023-02-12,Card Fraud,Card Network,538.01,103.99,True,False,Region-08
FRD01779,CUST018977,2023-04-12,Unusual Transaction Pattern,Mobile App,896.24,92.36,True,False,Region-08
FRD01780,CUST006292,2024-09-23,Suspicious Transfer,Online Banking,670.32,2.08,True,False,Region-09
FRD01781,CUST005906,2024-03-10,ATM Fraud,Branch,269.02,103.75,True,False,Region-03
FRD01782,CUST001188,2023-09-22,Suspicious Transfer,Branch,7.88,753.38,False,True,Region-12
FRD01783,CUST013183,2024-01-31,ATM Fraud,Branch,359.36,221.37,True,False,Region-11
FRD01784,CUST015153,2023-03-18,ATM Fraud,Online Banking,1222.58,807.24,False,True,Region-01
FRD01785,CUST010238,2023-12-12,ATM Fraud,Card Network,393.23,19.92,True,False,Region-09
FRD01786,CUST007373,2023-09-05,Account Takeover,Card Network,898.13,51.41,True,False,Region-08
FRD01787,CUST002530,2024-04-02,ATM Fraud,Online Banking,1595.53,185.77,True,False,Region-05
FRD01788,CUST009173,2024-11-01,Unusual Transaction Pattern,ATM,433.92,186.64,True,False,Region-09
FRD01789,CUST007572,2024-05-16,Suspicious Transfer,ATM,291.69,224.46,False,True,Region-09
FRD01790,CUST010929,2024-08-01,Account Takeover,Branch,1121.1,7.6,True,False,Region-03
FRD01791,CUST014596,2024-12-24,Identity-related Anomaly,Branch,820.9,131.46,True,False,Region-11
FRD01792,CUST003902,2024-05-03,Card Fraud,Card Network,1630.51,11.31,True,False,Region-04
FRD01793,CUST001204,2024-06-17,Account Takeover,Online Banking,498.71,34.11,True,False,Region-10
FRD01794,CUST016191,2023-10-20,Suspicious Transfer,Branch,2276.82,97.61,True,False,Region-08
FRD01795,CUST008208,2024-12-19,Card Fraud,ATM,377.7,425.12,False,False,Region-05
FRD01796,CUST010254,2024-04-27,ATM Fraud,Mobile App,196.79,5.5,True,False,Region-02
FRD01797,CUST012446,2023-05-20,Card Fraud,Card Network,1196.55,788.86,False,False,Region-02
FRD01798,CUST005763,2023-06-19,Card Fraud,ATM,224.32,37.15,True,False,Region-12
FRD01799,CUST019950,2023-10-30,Unusual Transaction Pattern,Mobile App,169.39,257.81,False,False,Region-05
FRD01800,CUST005368,2023-04-07,ATM Fraud,Branch,301.31,26.39,True,False,Region-12
FRD01801,CUST005279,2023-10-18,Suspicious Transfer,Branch,925.86,130.47,True,False,Region-06
FRD01802,CUST001506,2023-03-13,ATM Fraud,Branch,747.57,443.58,False,False,Region-11
FRD01803,CUST014093,2024-12-29,Account Takeover,ATM,719.27,108.21,True,False,Region-11
FRD01804,CUST008596,2024-05-23,Card Fraud,ATM,1080.26,248.83,True,False,Region-08
FRD01805,CUST019650,2024-06-20,Account Takeover,ATM,918.87,47.17,True,False,Region-12
FRD01806,CUST009206,2023-07-05,Card Fraud,Online Banking,1303.7,114.77,True,False,Region-03
FRD01807,CUST019656,2023-06-08,Suspicious Transfer,ATM,1188.05,930.02,False,False,Region-09
FRD01808,CUST016335,2023-10-26,Suspicious Transfer,ATM,418.02,30.4,True,False,Region-09
FRD01809,CUST013250,2023-07-09,Unusual Transaction Pattern,Online Banking,719.04,151.95,True,False,Region-05
FRD01810,CUST011693,2024-09-19,ATM Fraud,Branch,799.31,68.92,True,False,Region-07
FRD01811,CUST010826,2024-11-30,Identity-related Anomaly,ATM,223.02,54.73,True,False,Region-10
FRD01812,CUST010746,2023-11-18,Card Fraud,Mobile App,603.18,85.25,True,False,Region-10
FRD01813,CUST016517,2023-09-06,Unusual Transaction Pattern,Mobile App,373.54,12.89,True,False,Region-07
FRD01814,CUST003840,2024-06-23,Suspicious Transfer,ATM,373.07,65.12,True,False,Region-05
FRD01815,CUST012083,2023-02-15,Suspicious Transfer,Branch,117.66,153.73,False,False,Region-03
FRD01816,CUST009442,2024-05-11,Card Fraud,Card Network,144.05,20.62,True,False,Region-08
FRD01817,CUST008241,2023-09-16,Identity-related Anomaly,Card Network,433.53,6.51,True,False,Region-02
FRD01818,CUST012253,2023-01-04,ATM Fraud,Branch,753.24,17.6,True,False,Region-10
FRD01819,CUST014348,2024-12-07,Card Fraud,Online Banking,535.07,780.39,False,True,Region-09
FRD01820,CUST001432,2024-08-21,ATM Fraud,Card Network,544.74,31.8,True,False,Region-08
FRD01821,CUST002395,2024-11-09,Suspicious Transfer,ATM,186.63,280.4,True,False,Region-07
FRD01822,CUST009470,2024-01-20,ATM Fraud,Branch,1058.87,62.24,True,False,Region-11
FRD01823,CUST004853,2023-08-01,Card Fraud,Online Banking,361.57,3.47,True,False,Region-06
FRD01824,CUST011341,2024-05-24,Card Fraud,ATM,904.95,79.42,True,False,Region-10
FRD01825,CUST018366,2024-09-26,Card Fraud,Mobile App,567.59,104.21,True,False,Region-02
FRD01826,CUST009755,2024-11-23,Card Fraud,Card Network,852.93,94.59,True,False,Region-02
FRD01827,CUST011176,2023-12-18,Unusual Transaction Pattern,Mobile App,854.15,42.38,True,False,Region-07
FRD01828,CUST007408,2024-07-12,Unusual Transaction Pattern,ATM,171.95,2382.74,False,False,Region-11
FRD01829,CUST015367,2024-02-14,ATM Fraud,Mobile App,497.08,92.83,True,False,Region-09
FRD01830,CUST006444,2023-01-12,Card Fraud,Online Banking,1320.54,1653.12,False,False,Region-09
FRD01831,CUST018483,2023-03-01,Suspicious Transfer,Branch,805.36,166.74,True,False,Region-12
FRD01832,CUST014317,2023-01-12,Account Takeover,Branch,1038.63,152.47,True,False,Region-08
FRD01833,CUST009735,2023-08-27,ATM Fraud,Card Network,900.93,13.83,True,False,Region-10
FRD01834,CUST008716,2023-05-28,Suspicious Transfer,Mobile App,691.63,26.11,True,False,Region-01
FRD01835,CUST014138,2023-03-30,Card Fraud,ATM,399.0,847.7,False,True,Region-03
FRD01836,CUST006066,2024-08-22,Card Fraud,Branch,1139.49,0.03,True,False,Region-12
FRD01837,CUST004405,2024-10-08,Suspicious Transfer,ATM,870.53,1007.39,False,False,Region-11
FRD01838,CUST013926,2023-07-04,Identity-related Anomaly,Mobile App,814.19,88.33,True,False,Region-01
FRD01839,CUST004813,2023-08-29,Suspicious Transfer,Card Network,1484.58,106.49,True,False,Region-10
FRD01840,CUST002175,2024-08-24,Card Fraud,Mobile App,912.51,48.76,True,False,Region-04
FRD01841,CUST013624,2024-10-19,Suspicious Transfer,Branch,298.45,90.56,True,False,Region-07
FRD01842,CUST018548,2023-07-20,Unusual Transaction Pattern,ATM,329.93,17.59,True,False,Region-07
FRD01843,CUST019147,2023-09-20,Unusual Transaction Pattern,ATM,354.34,13.97,True,False,Region-11
FRD01844,CUST013656,2024-12-26,Card Fraud,Mobile App,252.53,51.72,True,False,Region-12
FRD01845,CUST004486,2024-04-30,Suspicious Transfer,Online Banking,840.62,375.52,False,False,Region-07
FRD01846,CUST005205,2024-06-28,Card Fraud,ATM,380.02,93.75,True,False,Region-04
FRD01847,CUST018382,2024-08-22,Suspicious Transfer,Online Banking,296.72,124.75,True,False,Region-04
FRD01848,CUST002912,2024-09-09,Unusual Transaction Pattern,Branch,1378.99,49.87,True,False,Region-06
FRD01849,CUST011292,2024-12-15,Identity-related Anomaly,Branch,1069.36,0.95,True,False,Region-03
FRD01850,CUST005085,2023-06-27,Suspicious Transfer,Card Network,716.25,20.98,True,False,Region-09
FRD01851,CUST018954,2023-01-30,Card Fraud,Mobile App,2075.55,72.66,True,False,Region-07
FRD01852,CUST017542,2024-01-14,Unusual Transaction Pattern,ATM,705.05,900.72,False,False,Region-03
FRD01853,CUST008285,2023-02-12,Card Fraud,Online Banking,482.64,177.99,True,False,Region-03
FRD01854,CUST003091,2023-01-30,Identity-related Anomaly,ATM,215.33,63.35,True,False,Region-10
FRD01855,CUST003741,2023-09-08,Account Takeover,Mobile App,1087.2,36.06,True,False,Region-01
FRD01856,CUST016595,2023-02-25,Card Fraud,Mobile App,229.44,288.39,False,False,Region-07
FRD01857,CUST009755,2024-07-15,Card Fraud,ATM,343.63,1117.75,False,False,Region-02
FRD01858,CUST018445,2023-11-17,ATM Fraud,Online Banking,982.25,5.85,True,False,Region-12
FRD01859,CUST000735,2024-04-20,Suspicious Transfer,Card Network,177.04,63.67,True,False,Region-07
FRD01860,CUST015699,2023-08-05,Card Fraud,Mobile App,674.68,752.84,False,False,Region-07
FRD01861,CUST010926,2024-04-27,ATM Fraud,Mobile App,748.78,125.64,True,False,Region-06
FRD01862,CUST006787,2023-07-01,Unusual Transaction Pattern,Card Network,351.36,120.26,True,False,Region-11
FRD01863,CUST019420,2024-06-01,Account Takeover,Mobile App,840.92,29.8,True,False,Region-06
FRD01864,CUST007893,2023-10-31,Suspicious Transfer,Card Network,198.5,7.98,True,False,Region-01
FRD01865,CUST019294,2024-08-26,Card Fraud,ATM,274.76,25.09,True,False,Region-07
FRD01866,CUST014417,2023-05-20,Account Takeover,Branch,426.66,9.28,True,False,Region-11
FRD01867,CUST001267,2024-10-11,Suspicious Transfer,Branch,797.68,90.67,True,False,Region-07
FRD01868,CUST001760,2023-05-15,ATM Fraud,Online Banking,145.04,6.08,True,False,Region-06
FRD01869,CUST018004,2023-06-04,Card Fraud,Mobile App,1435.06,10.63,True,False,Region-07
FRD01870,CUST012979,2023-09-28,Card Fraud,Branch,711.33,86.53,True,False,Region-11
FRD01871,CUST004104,2023-07-23,ATM Fraud,Card Network,1927.39,72.76,True,False,Region-06
FRD01872,CUST002752,2023-04-21,ATM Fraud,Card Network,1001.81,8.07,True,False,Region-05
FRD01873,CUST002822,2023-07-10,Card Fraud,Branch,551.59,178.13,False,True,Region-10
FRD01874,CUST010838,2023-06-19,Card Fraud,Mobile App,378.42,84.27,True,False,Region-11
FRD01875,CUST016338,2024-12-25,Suspicious Transfer,Mobile App,364.14,35.11,True,False,Region-06
FRD01876,CUST010243,2023-05-07,Suspicious Transfer,Branch,225.81,185.9,True,False,Region-10
FRD01877,CUST004258,2023-06-03,Suspicious Transfer,Card Network,832.97,111.04,True,False,Region-09
FRD01878,CUST014291,2023-09-16,Suspicious Transfer,Card Network,611.54,86.85,True,False,Region-08
FRD01879,CUST019803,2023-06-06,Card Fraud,Branch,834.96,922.22,False,False,Region-12
FRD01880,CUST007968,2024-11-29,ATM Fraud,Online Banking,1163.12,687.98,False,False,Region-07
FRD01881,CUST002458,2023-10-17,Suspicious Transfer,ATM,343.81,36.05,True,False,Region-06
FRD01882,CUST003002,2023-09-21,Unusual Transaction Pattern,Card Network,401.85,208.9,False,False,Region-06
FRD01883,CUST018984,2023-12-31,Identity-related Anomaly,Branch,1653.42,40.28,True,False,Region-02
FRD01884,CUST000140,2023-10-29,Unusual Transaction Pattern,Card Network,187.86,169.87,False,False,Region-09
FRD01885,CUST005970,2024-06-27,ATM Fraud,Mobile App,750.34,51.36,True,False,Region-11
FRD01886,CUST012286,2024-02-15,Account Takeover,Branch,810.7,106.82,True,False,Region-03
FRD01887,CUST008532,2024-02-14,Card Fraud,ATM,349.98,65.07,True,False,Region-04
FRD01888,CUST003539,2024-09-25,ATM Fraud,ATM,785.89,29.72,True,False,Region-07
FRD01889,CUST001101,2024-07-08,Card Fraud,Mobile App,236.48,38.9,True,False,Region-09
FRD01890,CUST005413,2023-04-14,Unusual Transaction Pattern,Online Banking,587.69,33.78,False,False,Region-11
FRD01891,CUST007612,2023-02-26,Card Fraud,ATM,1948.58,133.91,True,False,Region-08
FRD01892,CUST005746,2024-10-10,Suspicious Transfer,Mobile App,122.31,9.86,True,False,Region-05
FRD01893,CUST019593,2024-01-29,Account Takeover,ATM,839.17,303.19,False,False,Region-01
FRD01894,CUST001245,2023-02-17,Identity-related Anomaly,ATM,1116.81,19.76,True,False,Region-03
FRD01895,CUST018589,2024-03-10,Card Fraud,Mobile App,727.31,137.8,True,False,Region-04
FRD01896,CUST011245,2023-10-13,Card Fraud,Mobile App,421.69,90.04,True,False,Region-01
FRD01897,CUST019327,2023-10-15,Identity-related Anomaly,Mobile App,498.0,41.53,True,False,Region-02
FRD01898,CUST016128,2023-01-27,Suspicious Transfer,Card Network,387.77,39.37,True,False,Region-05
FRD01899,CUST008116,2023-05-25,ATM Fraud,Online Banking,591.81,88.24,True,False,Region-04
FRD01900,CUST003117,2023-03-16,Suspicious Transfer,ATM,720.31,180.25,True,False,Region-01
FRD01901,CUST009271,2023-10-16,Unusual Transaction Pattern,Branch,992.36,40.85,True,False,Region-04
FRD01902,CUST015428,2023-07-20,Suspicious Transfer,Mobile App,907.37,10.27,True,False,Region-12
FRD01903,CUST008322,2024-09-21,ATM Fraud,ATM,1142.58,954.78,False,False,Region-01
FRD01904,CUST001444,2023-04-13,Suspicious Transfer,Branch,839.18,119.05,True,False,Region-01
FRD01905,CUST002205,2024-01-25,Card Fraud,Branch,134.23,35.78,True,False,Region-06
FRD01906,CUST008358,2024-05-28,ATM Fraud,Branch,1601.31,70.86,True,False,Region-09
FRD01907,CUST012705,2024-07-11,Card Fraud,Online Banking,930.74,223.36,True,False,Region-02
FRD01908,CUST003320,2023-05-30,Account Takeover,Mobile App,1078.41,45.73,True,False,Region-03
FRD01909,CUST005338,2023-09-08,Card Fraud,Online Banking,1581.12,628.92,False,True,Region-06
FRD01910,CUST003361,2024-03-12,Suspicious Transfer,Branch,473.7,38.87,True,False,Region-03
FRD01911,CUST011975,2024-08-09,Identity-related Anomaly,ATM,272.62,8.67,True,False,Region-05
FRD01912,CUST018877,2023-09-18,Identity-related Anomaly,Branch,1195.86,85.24,True,False,Region-09
FRD01913,CUST004276,2024-08-28,Account Takeover,Branch,474.61,38.38,True,False,Region-08
FRD01914,CUST018245,2023-03-25,Account Takeover,Card Network,718.29,635.05,False,False,Region-02
FRD01915,CUST011827,2023-12-10,Unusual Transaction Pattern,Card Network,212.97,34.15,True,False,Region-01
FRD01916,CUST001109,2023-02-01,Suspicious Transfer,Card Network,1357.94,51.42,True,False,Region-03
FRD01917,CUST003852,2024-12-03,ATM Fraud,Mobile App,287.87,22.22,True,False,Region-04
FRD01918,CUST003419,2024-07-23,ATM Fraud,Mobile App,508.9,64.29,True,False,Region-05
FRD01919,CUST013714,2023-08-04,Card Fraud,ATM,431.17,529.95,False,False,Region-12
FRD01920,CUST018321,2023-03-17,Account Takeover,Online Banking,1104.49,110.42,True,False,Region-05
FRD01921,CUST001749,2024-08-30,Card Fraud,Online Banking,977.76,17.24,True,False,Region-11
FRD01922,CUST008436,2024-07-12,Card Fraud,ATM,149.87,40.87,True,False,Region-06
FRD01923,CUST008849,2024-04-09,ATM Fraud,Card Network,276.61,22.11,True,False,Region-06
FRD01924,CUST006135,2024-10-29,Unusual Transaction Pattern,Branch,755.15,150.28,True,False,Region-01
FRD01925,CUST017528,2023-04-09,Suspicious Transfer,Mobile App,374.18,33.62,True,False,Region-01
FRD01926,CUST017309,2024-09-06,Suspicious Transfer,Branch,828.24,50.52,True,False,Region-05
FRD01927,CUST007515,2023-05-05,Suspicious Transfer,ATM,609.44,1869.79,False,False,Region-11
FRD01928,CUST013281,2024-06-09,Card Fraud,Mobile App,971.49,123.15,True,False,Region-10
FRD01929,CUST010464,2024-08-02,ATM Fraud,Card Network,156.57,43.94,True,False,Region-12
FRD01930,CUST013959,2023-10-25,Account Takeover,Mobile App,1373.1,57.37,True,False,Region-05
FRD01931,CUST010925,2024-01-20,Suspicious Transfer,Online Banking,1284.45,737.94,False,True,Region-05
