loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN014393,CUST018320,PRD05,Personal Loan,2023-03-23,36,0.16,2509.39,1069.3,0.0059,1401.61,0.452,Current,False,Low,BR015,Region-01,CH09,3.74
LN014394,CUST018320,PRD06,Auto Loan,2022-05-17,60,0.11,6385.08,5447.37,0.004,5667.82,0.329,Current,False,Low,BR015,Region-01,CH09,7.46
LN014395,CUST018321,PRD11,Overdraft Facility,2016-09-06,12,0.2,12460.47,5331.98,0.0261,10227.47,0.3,90+,True,Elevated,BR018,Region-05,CH11,80.08
LN014396,CUST018322,PRD05,Personal Loan,2022-05-17,36,0.16,1427.44,1318.87,0.0041,1230.54,0.412,Current,False,Low,BR024,Region-12,CH10,2.08
LN014397,CUST018322,PRD06,Auto Loan,2017-10-07,60,0.11,2219.23,1024.4,0.004,1411.71,0.514,Current,False,Low,BR024,Region-12,CH10,2.9
LN014398,CUST018322,PRD11,Overdraft Facility,2022-05-13,12,0.2,1711.26,1607.79,0.0295,987.7,0.451,Current,False,Low,BR024,Region-12,CH10,13.14
LN014399,CUST018325,PRD07,Mortgage,2023-10-02,240,0.085,14832.11,8141.85,0.1054,14490.72,0.569,90+,True,Elevated,BR017,Region-09,CH04,869.05
LN014400,CUST018326,PRD07,Mortgage,2023-06-27,240,0.085,6465.7,1457.73,0.1285,5738.39,0.587,90+,True,High,BR020,Region-01,CH05,432.84
LN014401,CUST018327,PRD07,Mortgage,2023-05-23,240,0.085,5252.3,3920.46,0.0837,3154.62,0.382,Current,False,Moderate,BR021,Region-03,CH07,100.86
LN014402,CUST018328,PRD06,Auto Loan,2024-04-08,60,0.11,3793.59,871.63,0.0051,2008.85,0.448,Current,False,Low,BR014,Region-11,CH07,4.59
LN014403,CUST018329,PRD11,Overdraft Facility,2023-10-22,12,0.2,4005.04,1401.07,0.004,3938.9,0.37,Current,False,Low,BR010,Region-09,CH10,5.83
LN014404,CUST018329,PRD05,Personal Loan,2024-03-25,36,0.16,3898.99,3647.43,0.004,2286.35,0.39,60-89,False,Low,BR010,Region-09,CH10,3.57
LN014405,CUST018331,PRD08,Consumer Loan,2024-05-11,24,0.18,6573.45,5728.54,0.004,3473.27,0.623,Current,False,Low,BR008,Region-04,CH07,8.66
LN014406,CUST018334,PRD05,Personal Loan,2024-11-13,36,0.16,7748.34,2999.42,0.0254,6428.0,0.386,60-89,False,Elevated,BR024,Region-11,CH09,63.02
LN014407,CUST018334,PRD11,Overdraft Facility,2024-08-09,12,0.2,8901.95,2489.93,0.0167,5949.38,0.453,Current,False,Elevated,BR024,Region-11,CH09,45.01
LN014408,CUST018335,PRD11,Overdraft Facility,2024-05-05,12,0.2,10762.34,6822.75,0.0093,5679.33,0.518,Current,False,Moderate,BR009,Region-03,CH02,27.36
LN014409,CUST018335,PRD07,Mortgage,2024-02-21,240,0.085,45809.09,17543.99,0.0465,40646.88,0.677,Current,False,Moderate,BR009,Region-03,CH02,1279.58
LN014410,CUST018336,PRD07,Mortgage,2023-09-04,240,0.085,19292.35,15444.47,0.0436,18485.05,0.377,Current,False,Moderate,BR015,Region-10,CH08,303.84
LN014411,CUST018337,PRD06,Auto Loan,2024-03-14,60,0.11,4372.69,3739.44,0.004,3634.63,0.327,Current,False,Low,BR024,Region-05,CH03,4.75
LN014412,CUST018339,PRD06,Auto Loan,2021-01-10,60,0.11,1064.64,514.84,0.0597,690.18,0.662,Current,False,Critical,BR019,Region-01,CH08,27.28
LN014413,CUST018340,PRD05,Personal Loan,2024-02-20,36,0.16,4376.47,4150.27,0.0165,3715.9,0.488,Current,False,Low,BR021,Region-07,CH09,29.92
LN014414,CUST018341,PRD07,Mortgage,2022-05-07,240,0.085,2965.32,2458.7,0.0576,1742.12,0.322,Current,False,Elevated,BR018,Region-02,CH05,32.31
LN014415,CUST018344,PRD06,Auto Loan,2023-06-29,60,0.11,1624.93,388.64,0.0056,1504.35,0.373,Current,False,Moderate,BR009,Region-08,CH03,3.14
LN014416,CUST018347,PRD08,Consumer Loan,2022-05-02,24,0.18,9349.8,5447.77,0.0279,7259.89,0.513,Current,False,Low,BR002,Region-08,CH08,103.91
LN014417,CUST018348,PRD11,Overdraft Facility,2024-08-29,12,0.2,9304.31,7679.12,0.0299,7036.85,0.493,Current,False,Low,BR021,Region-10,CH11,103.73
LN014418,CUST018348,PRD07,Mortgage,2024-10-20,240,0.085,33838.2,20413.84,0.0239,31825.24,0.49,Current,False,Low,BR021,Region-10,CH11,372.71
LN014419,CUST018351,PRD08,Consumer Loan,2023-12-17,24,0.18,5989.39,2262.14,0.0251,3375.89,0.527,Current,False,Elevated,BR010,Region-01,CH03,44.66
LN014420,CUST018352,PRD08,Consumer Loan,2016-04-03,24,0.18,4299.66,3971.67,0.004,2433.4,0.206,Current,False,Low,BR012,Region-12,CH05,2.01
LN014421,CUST018353,PRD08,Consumer Loan,2021-08-27,24,0.18,9612.36,6569.11,0.004,7516.65,0.382,Current,False,Low,BR011,Region-11,CH09,11.49
LN014422,CUST018354,PRD07,Mortgage,2024-05-17,240,0.085,11906.91,10519.21,0.037,7770.28,0.581,Current,False,Moderate,BR015,Region-04,CH04,167.04
LN014423,CUST018355,PRD07,Mortgage,2022-01-06,240,0.085,10317.43,8239.46,0.0291,6186.72,0.545,Current,False,Low,BR008,Region-02,CH11,98.12
LN014424,CUST018356,PRD08,Consumer Loan,2021-01-30,24,0.18,6626.2,2572.13,0.0083,4815.69,0.542,Current,False,Low,BR006,Region-07,CH10,21.66
LN014425,CUST018357,PRD06,Auto Loan,2022-11-03,60,0.11,6092.36,1232.9,0.0327,5316.26,0.444,Current,False,Moderate,BR006,Region-03,CH06,77.19
LN014426,CUST018359,PRD11,Overdraft Facility,2024-08-26,12,0.2,797.43,712.8,0.0167,734.0,0.569,Current,False,High,BR014,Region-02,CH05,6.97
LN014427,CUST018360,PRD07,Mortgage,2024-08-04,240,0.085,32274.95,9050.34,0.0514,20327.85,0.505,Current,False,Moderate,BR025,Region-12,CH01,527.65
LN014428,CUST018362,PRD07,Mortgage,2022-12-17,240,0.085,14809.86,4198.14,0.034,11233.15,0.288,Current,False,Low,BR007,Region-02,CH07,110.0
LN014429,CUST018363,PRD05,Personal Loan,2024-05-18,36,0.16,4641.58,1655.18,0.0134,3054.99,0.427,Current,False,Moderate,BR005,Region-03,CH05,17.48
LN014430,CUST018363,PRD06,Auto Loan,2021-11-05,60,0.11,4475.07,4058.72,0.004,4003.54,0.387,Current,False,Moderate,BR005,Region-03,CH05,6.2
LN014431,CUST018363,PRD11,Overdraft Facility,2022-07-20,12,0.2,2434.13,1362.28,0.0277,2379.01,0.51,Current,False,Moderate,BR005,Region-03,CH05,33.61
LN014432,CUST018365,PRD06,Auto Loan,2023-10-12,60,0.11,9244.4,2147.13,0.0136,4999.54,0.351,Current,False,Moderate,BR007,Region-09,CH11,23.87
LN014433,CUST018365,PRD11,Overdraft Facility,2024-11-04,12,0.2,16875.33,3946.67,0.0304,12487.16,0.378,Current,False,Moderate,BR007,Region-09,CH11,143.49
LN014434,CUST018367,PRD11,Overdraft Facility,2023-08-29,12,0.2,11252.08,7951.91,0.0276,10142.52,0.417,Current,False,Elevated,BR017,Region-10,CH03,116.73
LN014435,CUST018368,PRD06,Auto Loan,2021-07-21,60,0.11,1070.96,389.4,0.0151,945.78,0.518,60-89,False,Elevated,BR008,Region-12,CH06,7.4
LN014436,CUST018368,PRD05,Personal Loan,2024-06-15,36,0.16,3980.9,1322.27,0.0617,2170.92,0.731,90+,True,Elevated,BR008,Region-12,CH06,97.91
LN014437,CUST018371,PRD11,Overdraft Facility,2020-07-21,12,0.2,650.14,272.5,0.004,394.1,0.448,Current,False,Low,BR003,Region-10,CH04,0.71
LN014438,CUST018374,PRD08,Consumer Loan,2023-11-26,24,0.18,500.0,339.56,0.004,259.97,0.399,Current,False,Low,BR021,Region-11,CH05,0.41
LN014439,CUST018376,PRD05,Personal Loan,2021-10-05,36,0.16,6174.54,1706.04,0.004,4448.25,0.476,Current,False,Moderate,BR016,Region-07,CH11,8.47
LN014440,CUST018377,PRD06,Auto Loan,2019-03-28,60,0.11,14543.85,12202.64,0.0209,12844.72,0.472,Current,False,Low,BR021,Region-02,CH06,126.71
LN014441,CUST018377,PRD08,Consumer Loan,2019-11-06,24,0.18,6946.89,3318.3,0.0097,6182.81,0.396,Current,False,Low,BR021,Region-02,CH06,23.75
LN014442,CUST018378,PRD11,Overdraft Facility,2024-07-19,12,0.2,13522.08,12192.47,0.0298,7097.65,0.444,Current,False,Elevated,BR018,Region-02,CH04,93.91
LN014443,CUST018378,PRD07,Mortgage,2024-08-25,240,0.085,43800.25,13405.26,0.1028,29598.48,0.361,Current,False,Elevated,BR018,Region-02,CH04,1098.42
LN014444,CUST018379,PRD11,Overdraft Facility,2020-11-26,12,0.2,12506.49,6783.35,0.004,10154.84,0.543,Current,False,Low,BR006,Region-03,CH12,22.06
LN014445,CUST018380,PRD05,Personal Loan,2023-12-14,36,0.16,691.96,372.51,0.0058,581.7,0.278,Current,False,Elevated,BR010,Region-02,CH07,0.94
LN014446,CUST018380,PRD11,Overdraft Facility,2022-07-26,12,0.2,4819.14,2270.69,0.0376,3883.53,0.466,Current,False,Elevated,BR010,Region-02,CH07,68.05
LN014447,CUST018380,PRD07,Mortgage,2019-11-08,240,0.085,14326.24,12406.23,0.0929,9927.11,0.39,Current,False,Elevated,BR010,Region-02,CH07,359.67
LN014448,CUST018381,PRD06,Auto Loan,2024-12-04,60,0.11,48182.54,36192.35,0.004,47567.17,0.563,Current,False,Low,BR025,Region-01,CH08,107.12
LN014449,CUST018381,PRD05,Personal Loan,2023-10-04,36,0.16,22473.26,5529.66,0.0209,15163.67,0.355,Current,False,Low,BR025,Region-01,CH08,112.51
LN014450,CUST018384,PRD11,Overdraft Facility,2024-12-15,12,0.2,5168.29,3532.68,0.0125,5096.08,0.633,Current,False,Low,BR014,Region-05,CH09,40.32
LN014451,CUST018386,PRD07,Mortgage,2024-08-14,240,0.085,68506.65,50325.51,0.004,40551.78,0.502,Current,False,Low,BR015,Region-07,CH03,81.43
LN014452,CUST018387,PRD08,Consumer Loan,2022-08-07,24,0.18,939.61,704.23,0.004,857.52,0.502,Current,False,Low,BR025,Region-11,CH04,1.72
LN014453,CUST018389,PRD06,Auto Loan,2018-05-23,60,0.11,10148.73,4650.05,0.004,6208.68,0.521,Current,False,Moderate,BR010,Region-11,CH07,12.94
LN014454,CUST018389,PRD08,Consumer Loan,2019-05-27,24,0.18,4429.24,3024.89,0.0155,3262.87,0.486,Current,False,Moderate,BR010,Region-11,CH07,24.58
LN014455,CUST018393,PRD08,Consumer Loan,2021-01-04,24,0.18,1754.23,1363.11,0.004,1734.91,0.478,Current,False,Moderate,BR018,Region-02,CH07,3.32
LN014456,CUST018393,PRD07,Mortgage,2024-04-13,240,0.085,9933.78,3649.11,0.0427,8451.23,0.552,Current,False,Moderate,BR018,Region-02,CH07,199.2
LN014457,CUST018394,PRD07,Mortgage,2024-06-06,240,0.085,22345.12,12300.44,0.0369,15834.99,0.429,Current,False,Low,BR010,Region-03,CH03,250.67
LN014458,CUST018394,PRD08,Consumer Loan,2023-04-02,24,0.18,1835.56,1356.13,0.008,946.78,0.381,Current,False,Low,BR010,Region-03,CH03,2.89
LN014459,CUST018398,PRD11,Overdraft Facility,2020-12-04,12,0.2,4255.21,1274.12,0.0134,3096.78,0.457,Current,False,Low,BR020,Region-11,CH02,18.96
LN014460,CUST018399,PRD11,Overdraft Facility,2020-09-29,12,0.2,1260.91,381.6,0.009,1144.8,0.486,Current,False,Low,BR024,Region-08,CH09,5.01
LN014461,CUST018399,PRD08,Consumer Loan,2021-12-06,24,0.18,873.26,682.12,0.0055,757.86,0.3,Current,False,Low,BR024,Region-08,CH09,1.25
LN014462,CUST018403,PRD05,Personal Loan,2023-07-20,36,0.16,6101.26,4845.43,0.0088,3387.35,0.495,Current,False,Low,BR006,Region-10,CH08,14.76
LN014463,CUST018403,PRD11,Overdraft Facility,2024-02-18,12,0.2,12070.82,5064.68,0.004,10063.72,0.501,Current,False,Low,BR006,Region-10,CH08,20.17
LN014464,CUST018404,PRD07,Mortgage,2021-07-22,240,0.085,16417.81,5334.87,0.0335,11462.16,0.552,Current,False,Low,BR024,Region-10,CH08,211.96
LN014465,CUST018405,PRD11,Overdraft Facility,2019-10-18,12,0.2,2839.32,2392.78,0.0265,2476.28,0.26,Current,False,Elevated,BR004,Region-12,CH06,17.06
LN014466,CUST018406,PRD08,Consumer Loan,2024-08-09,24,0.18,530.04,486.43,0.0169,312.69,0.491,Current,False,Moderate,BR025,Region-11,CH12,2.59
LN014467,CUST018408,PRD08,Consumer Loan,2024-03-27,24,0.18,1605.72,1285.78,0.004,1018.67,0.446,Current,False,Moderate,BR023,Region-09,CH06,1.82
LN014468,CUST018409,PRD07,Mortgage,2019-02-09,240,0.085,3354.27,2998.39,0.0703,2631.53,0.329,30-59,False,Elevated,BR006,Region-12,CH06,60.86
LN014469,CUST018409,PRD06,Auto Loan,2019-05-28,60,0.11,1131.17,1015.53,0.0235,671.56,0.419,Current,False,Elevated,BR006,Region-12,CH06,6.61
LN014470,CUST018410,PRD07,Mortgage,2023-05-29,240,0.085,9578.55,6967.66,0.0121,9226.18,0.571,Current,False,Low,BR019,Region-04,CH12,63.74
LN014471,CUST018410,PRD05,Personal Loan,2020-08-18,36,0.16,2207.81,590.28,0.0158,2200.87,0.385,Current,False,Low,BR019,Region-04,CH12,13.39
LN014472,CUST018412,PRD05,Personal Loan,2024-05-14,36,0.16,847.93,446.97,0.0223,490.35,0.43,Current,False,High,BR019,Region-07,CH08,4.7
LN014473,CUST018412,PRD11,Overdraft Facility,2024-01-12,12,0.2,710.36,565.12,0.0234,638.32,0.322,30-59,False,High,BR019,Region-07,CH08,4.81
LN014474,CUST018412,PRD07,Mortgage,2021-08-11,240,0.085,4837.81,2583.66,0.1621,3526.77,0.679,90+,True,High,BR019,Region-07,CH08,388.18
LN014475,CUST018412,PRD08,Consumer Loan,2019-07-04,24,0.18,1306.86,615.38,0.0159,675.67,0.533,Current,False,High,BR019,Region-07,CH08,5.73
LN014476,CUST018413,PRD08,Consumer Loan,2023-11-12,24,0.18,5460.84,5021.11,0.0299,3626.4,0.475,30-59,False,Low,BR004,Region-06,CH03,51.5
LN014477,CUST018414,PRD05,Personal Loan,2021-06-16,36,0.16,1199.97,951.03,0.004,876.37,0.458,Current,False,Low,BR024,Region-09,CH12,1.61
LN014478,CUST018414,PRD06,Auto Loan,2019-04-16,60,0.11,3178.37,1507.76,0.004,2884.07,0.336,Current,False,Low,BR024,Region-09,CH12,3.88
LN014479,CUST018414,PRD08,Consumer Loan,2017-05-25,24,0.18,769.49,406.13,0.004,499.39,0.485,Current,False,Low,BR024,Region-09,CH12,0.97
LN014480,CUST018415,PRD11,Overdraft Facility,2024-08-01,12,0.2,4822.85,2700.44,0.0278,2508.11,0.532,Current,False,Elevated,BR025,Region-03,CH06,37.09
LN014481,CUST018419,PRD08,Consumer Loan,2024-08-15,24,0.18,9384.87,6671.53,0.0098,6566.15,0.475,Current,False,Low,BR019,Region-01,CH12,30.57
LN014482,CUST018420,PRD05,Personal Loan,2018-09-06,36,0.16,3695.28,2479.44,0.004,2894.28,0.435,Current,False,Low,BR025,Region-02,CH06,5.04
LN014483,CUST018421,PRD07,Mortgage,2021-07-24,240,0.085,37435.81,23351.1,0.0818,33110.95,0.362,Current,False,Elevated,BR016,Region-07,CH06,980.47
LN014484,CUST018425,PRD07,Mortgage,2024-06-05,240,0.085,138386.74,92941.6,0.042,83185.68,0.585,Current,False,Moderate,BR018,Region-06,CH06,2043.87
LN014485,CUST018427,PRD08,Consumer Loan,2024-04-18,24,0.18,3719.59,861.09,0.0448,2883.99,0.419,Current,False,Critical,BR010,Region-09,CH01,54.14
LN014486,CUST018429,PRD11,Overdraft Facility,2023-09-13,12,0.2,26577.76,9744.5,0.015,15794.6,0.56,Current,False,Elevated,BR004,Region-05,CH12,132.67
LN014487,CUST018429,PRD07,Mortgage,2024-08-17,240,0.085,121564.73,112225.09,0.1088,90285.02,0.287,30-59,False,Elevated,BR004,Region-05,CH12,2819.2
LN014488,CUST018430,PRD05,Personal Loan,2024-12-19,36,0.16,500.0,419.52,0.004,484.23,0.493,Current,False,Elevated,BR020,Region-01,CH11,0.95
LN014489,CUST018435,PRD05,Personal Loan,2023-12-25,36,0.16,557.31,323.69,0.0198,389.58,0.63,Current,False,Moderate,BR016,Region-11,CH11,4.86
LN014490,CUST018435,PRD06,Auto Loan,2022-11-09,60,0.11,1550.19,1216.94,0.0375,855.82,0.422,Current,False,Moderate,BR016,Region-11,CH11,13.54
LN014491,CUST018436,PRD11,Overdraft Facility,2020-05-27,12,0.2,1555.31,1339.06,0.0909,1474.6,0.533,Current,False,Critical,BR013,Region-10,CH07,71.44
LN014492,CUST018436,PRD07,Mortgage,2023-03-22,240,0.085,5305.22,2289.36,0.2853,3259.84,0.517,60-89,False,Critical,BR013,Region-10,CH07,480.83
LN014493,CUST018437,PRD08,Consumer Loan,2023-01-30,24,0.18,1686.84,1470.81,0.0119,1345.04,0.611,Current,False,Elevated,BR004,Region-12,CH02,9.78
LN014494,CUST018438,PRD07,Mortgage,2017-07-15,240,0.085,5111.49,2519.47,0.0387,3275.46,0.522,30-59,False,Low,BR021,Region-12,CH08,66.17
LN014495,CUST018438,PRD06,Auto Loan,2017-10-19,60,0.11,1448.0,780.81,0.004,878.37,0.502,Current,False,Low,BR021,Region-12,CH08,1.76
LN014496,CUST018438,PRD05,Personal Loan,2024-10-24,36,0.16,500.0,106.4,0.004,286.89,0.433,Current,False,Low,BR021,Region-12,CH08,0.5
LN014497,CUST018439,PRD11,Overdraft Facility,2024-11-17,12,0.2,1469.68,1357.51,0.0218,786.04,0.433,Current,False,High,BR004,Region-03,CH11,7.42
LN014498,CUST018440,PRD11,Overdraft Facility,2024-02-17,12,0.2,4500.49,3827.73,0.0056,4102.89,0.609,Current,False,Low,BR011,Region-08,CH12,13.99
LN014499,CUST018441,PRD08,Consumer Loan,2023-12-20,24,0.18,5380.55,2923.84,0.0255,4725.52,0.466,Current,False,Moderate,BR012,Region-06,CH05,56.15
LN014500,CUST018442,PRD06,Auto Loan,2023-06-09,60,0.11,2738.72,922.08,0.0179,2566.0,0.608,Current,False,Low,BR019,Region-01,CH10,27.93
LN014501,CUST018442,PRD07,Mortgage,2024-11-06,240,0.085,34255.3,16560.52,0.0261,32918.45,0.511,Current,False,Low,BR019,Region-01,CH10,439.04
LN014502,CUST018444,PRD05,Personal Loan,2021-10-21,36,0.16,3675.55,1060.41,0.0051,3617.75,0.424,Current,False,Low,BR001,Region-02,CH01,7.82
LN014503,CUST018444,PRD08,Consumer Loan,2022-03-23,24,0.18,6714.82,5764.34,0.0042,4756.9,0.412,Current,False,Low,BR001,Region-02,CH01,8.23
LN014504,CUST018445,PRD07,Mortgage,2024-12-11,240,0.085,21325.49,19571.0,0.0246,20630.02,0.407,Current,False,Low,BR016,Region-12,CH05,206.55
LN014505,CUST018445,PRD08,Consumer Loan,2024-06-11,24,0.18,5991.36,3902.26,0.0107,4700.53,0.383,Current,False,Low,BR016,Region-12,CH05,19.26
LN014506,CUST018451,PRD05,Personal Loan,2024-03-12,36,0.16,15754.05,10117.73,0.0224,12808.84,0.364,Current,False,Moderate,BR010,Region-06,CH08,104.44
LN014507,CUST018451,PRD11,Overdraft Facility,2021-02-25,12,0.2,14385.11,6483.63,0.0116,12571.9,0.403,90+,True,Moderate,BR010,Region-06,CH08,58.77
LN014508,CUST018452,PRD11,Overdraft Facility,2022-04-21,12,0.2,7251.29,2320.04,0.0071,6490.08,0.321,Current,False,Moderate,BR006,Region-10,CH03,14.79
LN014509,CUST018452,PRD08,Consumer Loan,2021-02-19,24,0.18,1938.31,412.65,0.004,1856.49,0.403,Current,False,Moderate,BR006,Region-10,CH03,2.99
LN014510,CUST018454,PRD08,Consumer Loan,2024-11-22,24,0.18,1408.13,406.19,0.004,1145.98,0.345,Current,False,Low,BR023,Region-08,CH02,1.58
LN014511,CUST018455,PRD05,Personal Loan,2020-10-20,36,0.16,9582.88,2966.33,0.0573,7146.99,0.354,Current,False,Moderate,BR020,Region-07,CH02,144.97
LN014512,CUST018457,PRD05,Personal Loan,2020-08-26,36,0.16,702.87,459.77,0.0043,440.24,0.464,Current,False,Low,BR012,Region-04,CH11,0.88
LN014513,CUST018460,PRD06,Auto Loan,2024-06-11,60,0.11,3989.39,2417.24,0.0287,2732.67,0.187,Current,False,Elevated,BR017,Region-09,CH04,14.67
LN014514,CUST018461,PRD06,Auto Loan,2024-08-29,60,0.11,2692.41,1474.97,0.0302,1435.25,0.515,30-59,False,High,BR010,Region-02,CH11,22.32
LN014515,CUST018462,PRD06,Auto Loan,2020-06-23,60,0.11,5891.43,2482.91,0.033,4318.11,0.423,30-59,False,Low,BR005,Region-04,CH09,60.28
LN014516,CUST018462,PRD08,Consumer Loan,2024-12-10,24,0.18,3943.48,1403.91,0.004,3016.35,0.455,60-89,False,Low,BR005,Region-04,CH09,5.49
LN014517,CUST018464,PRD07,Mortgage,2022-12-04,240,0.085,5108.57,2574.03,0.0508,5104.56,0.447,Current,False,Moderate,BR017,Region-07,CH03,115.91
LN014518,CUST018465,PRD05,Personal Loan,2021-07-31,36,0.16,6364.46,5314.48,0.004,3835.02,0.321,Current,False,Low,BR014,Region-07,CH07,4.92
LN014519,CUST018466,PRD06,Auto Loan,2024-11-30,60,0.11,6554.36,4996.47,0.0083,4225.65,0.453,Current,False,Moderate,BR023,Region-11,CH12,15.89
LN014520,CUST018467,PRD05,Personal Loan,2021-11-30,36,0.16,3353.63,1504.75,0.0367,1740.92,0.427,Current,False,Moderate,BR017,Region-06,CH06,27.28
LN014521,CUST018469,PRD11,Overdraft Facility,2019-10-17,12,0.2,5048.8,4348.86,0.0269,3383.43,0.485,Current,False,Moderate,BR008,Region-08,CH07,44.14
LN014522,CUST018470,PRD08,Consumer Loan,2018-12-20,24,0.18,2429.56,2141.37,0.0559,1770.9,0.425,Current,False,High,BR021,Region-02,CH11,42.07
LN014523,CUST018471,PRD06,Auto Loan,2018-01-25,60,0.11,2865.94,1194.86,0.0322,2546.99,0.436,Current,False,Elevated,BR008,Region-07,CH06,35.76
LN014524,CUST018472,PRD06,Auto Loan,2020-02-14,60,0.11,1437.74,408.88,0.0308,1428.75,0.492,Current,False,Elevated,BR004,Region-07,CH04,21.65
LN014525,CUST018473,PRD08,Consumer Loan,2020-07-21,24,0.18,7686.56,2935.12,0.008,5423.11,0.447,Current,False,Low,BR020,Region-02,CH10,19.39
LN014526,CUST018480,PRD05,Personal Loan,2021-07-30,36,0.16,9285.15,6883.99,0.0109,7383.02,0.584,Current,False,Low,BR019,Region-04,CH01,47.0
LN014527,CUST018483,PRD07,Mortgage,2021-02-14,240,0.085,81692.25,71814.07,0.1128,52916.7,0.442,60-89,False,Elevated,BR007,Region-12,CH11,2638.3
LN014528,CUST018483,PRD08,Consumer Loan,2023-03-04,24,0.18,20055.89,8062.58,0.0194,17402.51,0.285,Current,False,Elevated,BR007,Region-12,CH11,96.22
LN014529,CUST018485,PRD08,Consumer Loan,2018-09-22,24,0.18,500.0,420.6,0.009,315.04,0.54,Current,False,Moderate,BR001,Region-07,CH06,1.53
LN014530,CUST018486,PRD05,Personal Loan,2024-07-02,36,0.16,1339.1,825.56,0.0219,976.29,0.381,Current,False,Moderate,BR007,Region-06,CH02,8.15
LN014531,CUST018486,PRD06,Auto Loan,2024-04-13,60,0.11,1450.57,588.04,0.0089,1013.25,0.597,Current,False,Moderate,BR007,Region-06,CH02,5.38
LN014532,CUST018487,PRD11,Overdraft Facility,2024-12-07,12,0.2,3053.43,1557.2,0.0865,2388.2,0.511,90+,True,Critical,BR008,Region-04,CH11,105.56
LN014533,CUST018488,PRD06,Auto Loan,2024-08-15,60,0.11,1306.23,1208.54,0.0147,752.71,0.415,Current,False,Elevated,BR008,Region-03,CH06,4.59
LN014534,CUST018488,PRD07,Mortgage,2024-10-03,240,0.085,10646.11,8407.59,0.0996,9439.69,0.543,Current,False,Elevated,BR008,Region-03,CH06,510.52
LN014535,CUST018488,PRD08,Consumer Loan,2024-09-11,24,0.18,2931.31,1425.07,0.0267,2589.76,0.481,Current,False,Elevated,BR008,Region-03,CH06,33.26
LN014536,CUST018490,PRD11,Overdraft Facility,2024-05-14,12,0.2,1482.54,950.79,0.0628,1248.68,0.431,Current,False,Critical,BR008,Region-05,CH05,33.8
LN014537,CUST018491,PRD11,Overdraft Facility,2023-05-12,12,0.2,1353.78,480.62,0.004,725.3,0.34,Current,False,Low,BR015,Region-03,CH06,0.99
LN014538,CUST018494,PRD06,Auto Loan,2021-06-27,60,0.11,4266.11,2943.57,0.0442,2536.25,0.421,Current,False,Elevated,BR023,Region-09,CH03,47.2
LN014539,CUST018494,PRD07,Mortgage,2020-02-01,240,0.085,8738.16,8257.85,0.0579,4808.76,0.382,Current,False,Elevated,BR023,Region-09,CH03,106.36
LN014540,CUST018495,PRD05,Personal Loan,2024-09-29,36,0.16,4656.97,2948.29,0.0126,2965.1,0.303,Current,False,Moderate,BR016,Region-12,CH05,11.32
LN014541,CUST018495,PRD07,Mortgage,2024-10-11,240,0.085,51168.51,34956.67,0.0596,39402.41,0.256,Current,False,Moderate,BR016,Region-12,CH05,601.19
LN014542,CUST018496,PRD06,Auto Loan,2022-07-16,60,0.11,1002.41,653.7,0.0147,591.21,0.358,Current,False,Moderate,BR015,Region-12,CH01,3.11
LN014543,CUST018498,PRD06,Auto Loan,2024-12-02,60,0.11,1911.25,636.52,0.0457,1608.45,0.444,Current,False,Elevated,BR023,Region-10,CH03,32.64
LN014544,CUST018500,PRD11,Overdraft Facility,2023-02-10,12,0.2,1134.39,713.55,0.004,871.51,0.473,Current,False,Elevated,BR022,Region-09,CH05,1.65
LN014545,CUST018501,PRD11,Overdraft Facility,2024-10-29,12,0.2,3699.11,1525.32,0.0111,2528.97,0.547,Current,False,Moderate,BR010,Region-02,CH03,15.36
LN014546,CUST018503,PRD07,Mortgage,2021-09-09,240,0.085,10172.96,2214.01,0.046,8245.35,0.475,Current,False,Moderate,BR012,Region-06,CH10,180.16
LN014547,CUST018503,PRD08,Consumer Loan,2021-11-14,24,0.18,1469.8,1021.4,0.0158,1394.81,0.447,Current,False,Moderate,BR012,Region-06,CH10,9.85
LN014548,CUST018506,PRD05,Personal Loan,2018-12-29,36,0.16,1468.37,520.55,0.0207,956.35,0.431,Current,False,Moderate,BR010,Region-11,CH04,8.53
LN014549,CUST018506,PRD06,Auto Loan,2018-08-27,60,0.11,500.0,333.86,0.0162,477.22,0.504,30-59,False,Moderate,BR010,Region-11,CH04,3.9
LN014550,CUST018507,PRD06,Auto Loan,2022-08-01,60,0.11,1258.86,1013.58,0.0195,653.55,0.471,60-89,False,Low,BR012,Region-02,CH02,6.0
LN014551,CUST018509,PRD05,Personal Loan,2024-10-03,36,0.16,4417.41,3483.47,0.0152,2624.49,0.392,Current,False,Moderate,BR006,Region-10,CH03,15.64
LN014552,CUST018510,PRD11,Overdraft Facility,2022-07-29,12,0.2,3695.47,2720.8,0.0233,3653.02,0.418,Current,False,Moderate,BR025,Region-05,CH12,35.58
LN014553,CUST018510,PRD07,Mortgage,2022-03-31,240,0.085,6631.46,5757.24,0.049,6037.59,0.492,Current,False,Moderate,BR025,Region-05,CH12,145.55
LN014554,CUST018511,PRD05,Personal Loan,2021-04-22,36,0.16,22557.76,5445.17,0.004,17619.0,0.554,Current,False,Low,BR023,Region-05,CH10,39.04
